sim,Team,Points,Wins,pl_wins,Losses,Tie
72,Diaz,1574.3,8,7,7,0
72,Justin,1529.76,8,7,7,0
72,Bobby,1699.33,7,6,8,0
72,Brian,1641.98,7,7,8,0
72,Eric,1461.17,6,6,9,0
72,Barrett,1404.36,6,6,9,0
72,Pfinn,1496.16,5,4,10,0
72,David,1360.91,5,5,10,0
73,German,1750.12,12,11,3,0
73,Scott,1732.45,11,11,4,0
73,Brian,1627.71,8,7,7,0
73,Justin,1526.28,8,7,7,0
73,Diaz,1554.27,7,7,8,0
73,Eric,1478.41,7,6,8,0
73,Bobby,1659.25,6,6,9,0
73,Barrett,1391.19,6,6,9,0
73,Pfinn,1488.3,5,4,10,0
73,David,1380.94,5,5,10,0
74,German,1763.8,12,11,3,0
74,Scott,1733.55,11,11,4,0
74,Justin,1521.73,8,7,7,0
74,Bobby,1674.18,7,6,8,0
74,Brian,1631.57,7,7,8,0
74,Diaz,1559.31,7,7,8,0
74,Eric,1497.74,7,6,8,0
74,Barrett,1378.7,6,6,9,0
74,Pfinn,1492.75,5,4,10,0
74,David,1365.6100000000001,5,5,10,0
75,Scott,1791.65,12,11,3,0
75,German,1762.79,11,11,4,0
75,Brian,1641.49,8,7,7,0
75,Diaz,1571.13,8,7,7,0
75,Justin,1513.5,7,7,8,0
75,Bobby,1677.51,6,6,9,0
75,Eric,1452.35,6,6,9,0
75,Barrett,1431.48,6,6,9,0
75,David,1401.48,6,5,9,0
75,Pfinn,1523.13,5,4,10,0
76,Scott,1762.26,12,11,3,0
76,German,1762.51,11,11,4,0
76,Justin,1505.26,8,7,7,0
76,Bobby,1664.6200000000001,7,6,8,0
76,Brian,1628.1599999999999,7,7,8,0
76,Diaz,1553.53,7,7,8,0
76,Eric,1480.46,7,6,8,0
76,Barrett,1389.17,6,6,9,0
76,Pfinn,1494.82,5,4,10,0
76,David,1355.24,5,5,10,0
77,German,1756.21,12,11,3,0
77,Scott,1709.13,11,11,4,0
77,Diaz,1578.53,8,7,7,0
77,Bobby,1658.7,7,6,8,0
77,Brian,1593.03,7,7,8,0
77,Justin,1521.6,7,7,8,0
77,Barrett,1421.37,7,6,8,0
77,Eric,1448.32,6,6,9,0
77,David,1387.07,6,5,9,0
77,Pfinn,1487.17,4,4,11,0
78,German,1810.17,12,11,3,0
78,Scott,1712.15,11,11,4,0
78,Diaz,1564.1,8,7,7,0
78,Justin,1518.2,8,7,7,0
78,Bobby,1678.51,7,6,8,0
78,Brian,1625.15,7,7,8,0
78,Eric,1471.43,6,6,9,0
78,Barrett,1365.1,6,6,9,0
78,Pfinn,1471.37,5,4,10,0
78,David,1328.6100000000001,5,5,10,0
79,Scott,1744.95,12,11,3,0
79,German,1740.43,11,11,4,0
79,Justin,1515.3600000000001,8,7,7,0
79,Bobby,1649.71,7,6,8,0
79,Brian,1597.23,7,7,8,0
79,Diaz,1552.91,7,7,8,0
79,Eric,1496.22,7,6,8,0
79,Barrett,1397.81,6,6,9,0
79,Pfinn,1480.05,5,4,10,0
79,David,1362.48,5,5,10,0
80,German,1786.9,12,11,3,0
80,Scott,1722.33,11,11,4,0
80,Brian,1636.34,8,7,7,0
80,Justin,1523.09,8,7,7,0
80,Diaz,1548.91,7,7,8,0
80,Eric,1502.15,7,6,8,0
80,Barrett,1427.72,7,6,8,0
80,Bobby,1672.42,6,6,9,0
80,David,1380.35,5,5,10,0
80,Pfinn,1488.15,4,4,11,0
81,Scott,1769.66,12,11,3,0
81,German,1757.8600000000001,11,11,4,0
81,Diaz,1574.14,8,7,7,0
81,Justin,1510.54,8,7,7,0
81,Bobby,1717.09,7,6,8,0
81,Brian,1628.98,7,7,8,0
81,Eric,1474.72,6,6,9,0
81,Barrett,1411.57,6,6,9,0
81,Pfinn,1488.13,5,4,10,0
81,David,1347.3700000000001,5,5,10,0
82,German,1782.14,12,11,3,0
82,Scott,1753.7,11,11,4,0
82,Diaz,1573.74,8,7,7,0
82,Justin,1521.6,8,7,7,0
82,Bobby,1696.51,7,6,8,0
82,Brian,1627.3,7,7,8,0
82,Eric,1475.97,6,6,9,0
82,Barrett,1408.4099999999999,6,6,9,0
82,Pfinn,1497.29,5,4,10,0
82,David,1371.08,5,5,10,0
83,Scott,1788.8,12,11,3,0
83,German,1762.79,11,11,4,0
83,Diaz,1579.59,8,7,7,0
83,Justin,1510.35,8,7,7,0
83,Bobby,1728.67,7,6,8,0
83,Brian,1651.79,7,7,8,0
83,Barrett,1435.3899999999999,7,6,8,0
83,Eric,1486.92,6,6,9,0
83,David,1359.57,5,5,10,0
83,Pfinn,1504.89,4,4,11,0
84,German,1765.1100000000001,12,11,3,0
84,Scott,1736.1100000000001,11,11,4,0
84,Brian,1653.22,8,7,7,0
84,Justin,1520.55,8,7,7,0
84,Diaz,1552.18,7,7,8,0
84,Eric,1487.35,7,6,8,0
84,Barrett,1409.6399999999999,7,6,8,0
84,Bobby,1652.49,6,6,9,0
84,David,1361.8600000000001,5,5,10,0
84,Pfinn,1475.28,4,4,11,0
85,German,1828.52,12,11,3,0
85,Scott,1782.17,11,11,4,0
85,Brian,1642.98,8,7,7,0
85,Justin,1524.17,8,7,7,0
85,Diaz,1556.84,7,7,8,0
85,Eric,1484.86,7,6,8,0
85,Bobby,1674.41,6,6,9,0
85,Barrett,1389.12,6,6,9,0
85,Pfinn,1511.23,5,4,10,0
85,David,1370.06,5,5,10,0
86,German,1831.33,12,11,3,0
86,Scott,1765.27,11,11,4,0
86,Brian,1664.12,8,7,7,0
86,Diaz,1560.85,7,7,8,0
86,Justin,1501.59,7,7,8,0
86,Eric,1499.3,7,6,8,0
86,Bobby,1673.32,6,6,9,0
86,Barrett,1399.51,6,6,9,0
86,David,1373.21,6,5,9,0
86,Pfinn,1496.01,5,4,10,0
87,German,1843,12,11,3,0
87,Scott,1748.69,11,11,4,0
87,Bobby,1692.1100000000001,7,6,8,0
87,Brian,1646.32,7,7,8,0
87,Diaz,1555.65,7,7,8,0
87,Justin,1516.69,7,7,8,0
87,Eric,1478.95,7,6,8,0
87,Barrett,1385.9,6,6,9,0
87,David,1383.79,6,5,9,0
87,Pfinn,1473.55,5,4,10,0
88,Scott,1768.25,12,11,3,0
88,German,1769.87,11,11,4,0
88,Diaz,1565.76,8,7,7,0
88,Justin,1510.46,8,7,7,0
88,Bobby,1704.02,7,6,8,0
88,Brian,1664.85,7,7,8,0
88,Eric,1475.42,6,6,9,0
88,Barrett,1387.51,6,6,9,0
88,Pfinn,1489.12,5,4,10,0
88,David,1355.32,5,5,10,0
89,Scott,1793.03,12,11,3,0
89,German,1775.6,11,11,4,0
89,Justin,1513.05,8,7,7,0
89,Bobby,1709.27,7,6,8,0
89,Brian,1642.87,7,7,8,0
89,Diaz,1546.33,7,7,8,0
89,Eric,1471.87,7,6,8,0
89,Barrett,1410.54,7,6,8,0
89,David,1344.38,5,5,10,0
89,Pfinn,1480.96,4,4,11,0
90,Scott,1749.94,12,11,3,0
90,German,1753.6,11,11,4,0
90,Brian,1664.96,8,7,7,0
90,Justin,1520.79,8,7,7,0
90,Diaz,1570.09,7,7,8,0
90,Eric,1504.02,7,6,8,0
90,Barrett,1423.61,7,6,8,0
90,Bobby,1640.27,6,6,9,0
90,David,1365.89,5,5,10,0
90,Pfinn,1483.73,4,4,11,0
91,German,1806.09,12,11,3,0
91,Scott,1751.55,11,11,4,0
91,Brian,1660.83,8,7,7,0
91,Justin,1523.45,8,7,7,0
91,Diaz,1557,7,7,8,0
91,Eric,1479.5,7,6,8,0
91,Bobby,1683.38,6,6,9,0
91,Barrett,1380.43,6,6,9,0
91,Pfinn,1534.19,5,4,10,0
91,David,1368.48,5,5,10,0
92,German,1816.43,12,11,3,0
92,Scott,1748.03,11,11,4,0
92,Diaz,1593.74,8,7,7,0
92,Justin,1518.89,8,7,7,0
92,Bobby,1712.71,7,6,8,0
92,Brian,1630.21,7,7,8,0
92,Eric,1491.91,6,6,9,0
92,Barrett,1418.11,6,6,9,0
92,Pfinn,1493.17,5,4,10,0
92,David,1349.79,5,5,10,0
93,Scott,1789.03,12,11,3,0
93,German,1759.04,11,11,4,0
93,Brian,1632.78,8,7,7,0
93,Justin,1529.06,8,7,7,0
93,Diaz,1544.5,7,7,8,0
93,Eric,1485.88,7,6,8,0
93,Bobby,1662.28,6,6,9,0
93,Barrett,1412.71,6,6,9,0
93,Pfinn,1517.89,5,4,10,0
93,David,1328.8,5,5,10,0
94,Scott,1774.28,12,11,3,0
94,German,1757.68,11,11,4,0
94,Diaz,1574.93,8,7,7,0
94,Justin,1527.92,8,7,7,0
94,Bobby,1676.82,7,6,8,0
94,Brian,1639.8899999999999,7,7,8,0
94,Eric,1446.65,6,6,9,0
94,Barrett,1428.45,6,6,9,0
94,Pfinn,1504.45,5,4,10,0
94,David,1365.71,5,5,10,0
95,German,1801.79,12,11,3,0
95,Scott,1783.8500000000001,11,11,4,0
95,Brian,1637.69,8,7,7,0
95,Diaz,1564.69,8,7,7,0
95,Justin,1521.58,8,7,7,0
95,Bobby,1669.82,6,6,9,0
95,Eric,1464.55,6,6,9,0
95,Barrett,1385.31,6,6,9,0
95,Pfinn,1486.2,5,4,10,0
95,David,1347.83,5,5,10,0
96,German,1790.35,12,11,3,0
96,Scott,1735,11,11,4,0
96,Brian,1663.28,8,7,7,0
96,Diaz,1570.76,8,7,7,0
96,Justin,1517.08,8,7,7,0
96,Bobby,1694.55,6,6,9,0
96,Eric,1492.54,6,6,9,0
96,Barrett,1407.2,6,6,9,0
96,Pfinn,1515.16,5,4,10,0
96,David,1374.1100000000001,5,5,10,0
97,Scott,1762.75,12,11,3,0
97,German,1730.04,11,11,4,0
97,Justin,1522.33,8,7,7,0
97,Bobby,1701.66,7,6,8,0
97,Brian,1638.05,7,7,8,0
97,Diaz,1571.58,7,7,8,0
97,Eric,1507.18,7,6,8,0
97,Barrett,1420.82,7,6,8,0
97,David,1329.39,5,5,10,0
97,Pfinn,1494.05,4,4,11,0
98,German,1790.95,12,11,3,0
98,Scott,1740.25,11,11,4,0
98,Diaz,1559.4,8,7,7,0
98,Justin,1526.24,8,7,7,0
98,Bobby,1699.07,7,6,8,0
98,Brian,1630.93,7,7,8,0
98,Barrett,1412.53,7,6,8,0
98,Eric,1480.31,6,6,9,0
98,David,1381.96,5,5,10,0
98,Pfinn,1475.64,4,4,11,0
99,Scott,1760.75,12,11,3,0
99,German,1722.19,11,11,4,0
99,Brian,1608.9099999999999,8,7,7,0
99,Diaz,1561.32,8,7,7,0
99,Justin,1503.79,8,7,7,0
99,Bobby,1622.94,6,6,9,0
99,Eric,1441.71,6,6,9,0
99,Barrett,1396.12,6,6,9,0
99,Pfinn,1492.97,5,4,10,0
99,David,1361.92,5,5,10,0
100,Scott,1781.76,12,11,3,0
100,German,1768.32,11,11,4,0
100,Diaz,1578.56,8,7,7,0
100,Bobby,1691.6,7,6,8,0
100,Brian,1628.9099999999999,7,7,8,0
100,Justin,1519.17,7,7,8,0
100,Barrett,1409.2,7,6,8,0
100,Eric,1491.29,6,6,9,0
100,David,1390.4,6,5,9,0
100,Pfinn,1476.96,4,4,11,0
101,Scott,1809.88,12,11,3,0
101,German,1787.42,11,11,4,0
101,Bobby,1678.16,7,6,8,0
101,Brian,1633.85,7,7,8,0
101,Diaz,1556.58,7,7,8,0
101,Justin,1515.24,7,7,8,0
101,Eric,1503.27,7,6,8,0
101,David,1402.18,6,5,9,0
101,Barrett,1374.44,6,6,9,0
101,Pfinn,1483.44,5,4,10,0
102,Scott,1793,12,11,3,0
102,German,1754.87,11,11,4,0
102,Justin,1524.8700000000001,8,7,7,0
102,Bobby,1680.51,7,6,8,0
102,Brian,1610.3899999999999,7,7,8,0
102,Diaz,1562.67,7,7,8,0
102,Eric,1501.97,7,6,8,0
102,Barrett,1408.33,6,6,9,0
102,Pfinn,1508.64,5,4,10,0
102,David,1353.2,5,5,10,0
103,German,1843.28,12,11,3,0
103,Scott,1777.28,11,11,4,0
103,Bobby,1698.79,7,6,8,0
103,Brian,1640.08,7,7,8,0
103,Diaz,1566.3700000000001,7,7,8,0
103,Justin,1509.63,7,7,8,0
103,Eric,1495.33,7,6,8,0
103,Barrett,1408.3899999999999,6,6,9,0
103,David,1384.81,6,5,9,0
103,Pfinn,1482.74,5,4,10,0
104,German,1831.67,12,11,3,0
104,Scott,1740.73,11,11,4,0
104,Diaz,1555.27,8,7,7,0
104,Justin,1540.26,8,7,7,0
104,Bobby,1688.1100000000001,7,6,8,0
104,Brian,1630.6599999999999,7,7,8,0
104,Eric,1453.93,6,6,9,0
104,Barrett,1374.84,6,6,9,0
104,Pfinn,1492.39,5,4,10,0
104,David,1377.91,5,5,10,0
105,Scott,1796.44,12,11,3,0
105,German,1771.97,11,11,4,0
105,Diaz,1561.98,8,7,7,0
105,Bobby,1682.97,7,6,8,0
105,Brian,1639.8799999999999,7,7,8,0
105,Justin,1507.99,7,7,8,0
105,Eric,1465.06,6,6,9,0
105,Barrett,1422.02,6,6,9,0
105,David,1376.85,6,5,9,0
105,Pfinn,1519.85,5,4,10,0
106,German,1813.2,12,11,3,0
106,Scott,1772,11,11,4,0
106,Brian,1649.65,8,7,7,0
106,Diaz,1573.57,8,7,7,0
106,Justin,1524.92,8,7,7,0
106,Bobby,1685.52,6,6,9,0
106,Eric,1469.96,6,6,9,0
106,Barrett,1385.49,6,6,9,0
106,Pfinn,1487.52,5,4,10,0
106,David,1364.1200000000001,5,5,10,0
107,German,1746.67,12,11,3,0
107,Scott,1734.82,11,11,4,0
107,Diaz,1562.33,8,7,7,0
107,Justin,1520.05,8,7,7,0
107,Bobby,1689.29,7,6,8,0
107,Brian,1631.87,7,7,8,0
107,Eric,1455.27,6,6,9,0
107,Barrett,1397.32,6,6,9,0
107,Pfinn,1498.9,5,4,10,0
107,David,1335.79,5,5,10,0
108,German,1811.78,12,11,3,0
108,Scott,1767.28,11,11,4,0
108,Diaz,1559.6200000000001,8,7,7,0
108,Bobby,1704.42,7,6,8,0
108,Brian,1661.99,7,7,8,0
108,Justin,1521.45,7,7,8,0
108,Barrett,1405.83,7,6,8,0
108,Eric,1469.57,6,6,9,0
108,David,1382.33,6,5,9,0
108,Pfinn,1469.08,4,4,11,0
109,Scott,1779.1100000000001,12,11,3,0
109,German,1757.32,11,11,4,0
109,Diaz,1582.26,8,7,7,0
109,Justin,1509.79,8,7,7,0
109,Bobby,1705.39,7,6,8,0
109,Brian,1643.01,7,7,8,0
109,Barrett,1426.45,7,6,8,0
109,Eric,1496.45,6,6,9,0
109,David,1361.53,5,5,10,0
109,Pfinn,1470.78,4,4,11,0
110,German,1749.16,12,11,3,0
110,Scott,1719.99,11,11,4,0
110,Diaz,1593.39,8,7,7,0
110,Justin,1538.73,8,7,7,0
110,Bobby,1679.49,7,6,8,0
110,Brian,1620.61,7,7,8,0
110,Barrett,1416.93,7,6,8,0
110,Eric,1473.71,6,6,9,0
110,David,1359.75,5,5,10,0
110,Pfinn,1476.36,4,4,11,0
111,Scott,1751.8500000000001,12,11,3,0
111,German,1731.32,11,11,4,0
111,Diaz,1564.69,8,7,7,0
111,Justin,1531.89,8,7,7,0
111,Bobby,1683.63,7,6,8,0
111,Brian,1635,7,7,8,0
111,Eric,1461.85,6,6,9,0
111,Barrett,1407.1299999999999,6,6,9,0
111,Pfinn,1519.56,5,4,10,0
111,David,1382.34,5,5,10,0
112,German,1765.53,12,11,3,0
112,Scott,1724.04,11,11,4,0
112,Brian,1656.84,8,7,7,0
112,Justin,1509.5,8,7,7,0
112,Diaz,1548.78,7,7,8,0
112,Eric,1488.87,7,6,8,0
112,Barrett,1417.52,7,6,8,0
112,Bobby,1653.09,6,6,9,0
112,David,1341.01,5,5,10,0
112,Pfinn,1490.91,4,4,11,0
113,German,1779.47,12,11,3,0
113,Scott,1743.29,11,11,4,0
113,Brian,1654.49,8,7,7,0
113,Diaz,1559.39,7,7,8,0
113,Eric,1520.54,7,6,8,0
113,Justin,1515.98,7,7,8,0
113,Bobby,1684.7,6,6,9,0
113,Barrett,1417.47,6,6,9,0
113,David,1390.14,6,5,9,0
113,Pfinn,1502.01,5,4,10,0
114,German,1754.83,12,11,3,0
114,Scott,1707.13,11,11,4,0
114,Diaz,1560.67,8,7,7,0
114,Justin,1517.89,8,7,7,0
114,Bobby,1653.94,7,6,8,0
114,Brian,1606.95,7,7,8,0
114,Eric,1461.31,6,6,9,0
114,Barrett,1383.1,6,6,9,0
114,Pfinn,1497.78,5,4,10,0
114,David,1369.15,5,5,10,0
115,German,1797.1,12,11,3,0
115,Scott,1745.45,11,11,4,0
115,Diaz,1553.41,8,7,7,0
115,Bobby,1694.53,7,6,8,0
115,Brian,1620.3899999999999,7,7,8,0
115,Justin,1511.95,7,7,8,0
115,Eric,1434.3799999999999,6,6,9,0
115,Barrett,1409.8799999999999,6,6,9,0
115,David,1371.6,6,5,9,0
115,Pfinn,1494.32,5,4,10,0
116,German,1795.67,12,11,3,0
116,Scott,1748.17,11,11,4,0
116,Brian,1659.71,8,7,7,0
116,Diaz,1571.54,8,7,7,0
116,Justin,1525.72,8,7,7,0
116,Barrett,1421.58,7,6,8,0
116,Bobby,1685.3700000000001,6,6,9,0
116,Eric,1458.4,6,6,9,0
116,David,1362.45,5,5,10,0
116,Pfinn,1479.24,4,4,11,0
117,German,1751.17,12,11,3,0
117,Scott,1743.15,11,11,4,0
117,Brian,1642.49,8,7,7,0
117,Justin,1516.72,8,7,7,0
117,Diaz,1558.09,7,7,8,0
117,Eric,1499.73,7,6,8,0
117,Bobby,1662.81,6,6,9,0
117,Barrett,1406.17,6,6,9,0
117,Pfinn,1481.99,5,4,10,0
117,David,1340.6100000000001,5,5,10,0
118,Scott,1785.76,12,11,3,0
118,German,1741.72,11,11,4,0
118,Diaz,1575.29,8,7,7,0
118,Justin,1529.08,8,7,7,0
118,Bobby,1672.3,7,6,8,0
118,Brian,1631.71,7,7,8,0
118,Barrett,1413.69,7,6,8,0
118,Eric,1473.37,6,6,9,0
118,David,1367.42,5,5,10,0
118,Pfinn,1485.45,4,4,11,0
119,German,1815.32,12,11,3,0
119,Scott,1754.74,11,11,4,0
119,Bobby,1719.3,7,6,8,0
119,Brian,1651.28,7,7,8,0
119,Diaz,1565.14,7,7,8,0
119,Justin,1510.48,7,7,8,0
119,Eric,1490.62,7,6,8,0
119,David,1404.6200000000001,6,5,9,0
119,Barrett,1403.47,6,6,9,0
119,Pfinn,1478.38,5,4,10,0
120,Scott,1766.25,12,11,3,0
120,German,1725.89,11,11,4,0
120,Brian,1643.19,8,7,7,0
120,Justin,1518,8,7,7,0
120,Diaz,1561.88,7,7,8,0
120,Eric,1500.22,7,6,8,0
120,Barrett,1395.92,7,6,8,0
120,Bobby,1663.03,6,6,9,0
120,David,1370.92,5,5,10,0
120,Pfinn,1465.59,4,4,11,0
121,German,1764.42,12,11,3,0
121,Scott,1736.16,11,11,4,0
121,Brian,1638.31,8,7,7,0
121,Justin,1515.38,8,7,7,0
121,Diaz,1572.69,7,7,8,0
121,Eric,1506.68,7,6,8,0
121,Barrett,1425.18,7,6,8,0
121,Bobby,1674.38,6,6,9,0
121,David,1357.25,5,5,10,0
121,Pfinn,1490.88,4,4,11,0
122,German,1764.29,12,11,3,0
122,Scott,1728.03,11,11,4,0
122,Bobby,1716.29,7,6,8,0
122,Brian,1661.62,7,7,8,0
122,Diaz,1565.79,7,7,8,0
122,Justin,1506.28,7,7,8,0
122,Eric,1493.55,7,6,8,0
122,Barrett,1396.58,6,6,9,0
122,David,1383.97,6,5,9,0
122,Pfinn,1490.48,5,4,10,0
123,Scott,1794.4,12,11,3,0
123,German,1780.13,11,11,4,0
123,Brian,1644.68,8,7,7,0
123,Diaz,1567.06,8,7,7,0
123,Justin,1518.24,7,7,8,0
123,Bobby,1644.8,6,6,9,0
123,Eric,1482.11,6,6,9,0
123,Barrett,1389.75,6,6,9,0
123,David,1381.4,6,5,9,0
123,Pfinn,1493.24,5,4,10,0
124,German,1763.88,12,11,3,0
124,Scott,1723.02,11,11,4,0
124,Brian,1659.01,8,7,7,0
124,Diaz,1563.19,8,7,7,0
124,Justin,1520.2,8,7,7,0
124,Bobby,1692.43,6,6,9,0
124,Eric,1480.97,6,6,9,0
124,Barrett,1397.95,6,6,9,0
124,Pfinn,1497.65,5,4,10,0
124,David,1369.65,5,5,10,0
125,Scott,1777.5900000000001,12,11,3,0
125,German,1702.76,11,11,4,0
125,Bobby,1683.57,7,6,8,0
125,Brian,1635.4,7,7,8,0
125,Diaz,1566.59,7,7,8,0
125,Justin,1525.73,7,7,8,0
125,Eric,1494.1,7,6,8,0
125,Barrett,1404.76,6,6,9,0
125,David,1394.05,6,5,9,0
125,Pfinn,1484.2,5,4,10,0
126,Scott,1749.3,12,11,3,0
126,German,1728.46,11,11,4,0
126,Brian,1634.34,8,7,7,0
126,Diaz,1573.1100000000001,8,7,7,0
126,Justin,1518.35,7,7,8,0
126,Barrett,1400.46,7,6,8,0
126,Bobby,1643.81,6,6,9,0
126,Eric,1480.66,6,6,9,0
126,David,1388.13,6,5,9,0
126,Pfinn,1470.56,4,4,11,0
127,German,1790.91,12,11,3,0
127,Scott,1760,11,11,4,0
127,Diaz,1566.63,8,7,7,0
127,Bobby,1680.69,7,6,8,0
127,Brian,1621.78,7,7,8,0
127,Justin,1507.81,7,7,8,0
127,Barrett,1416.45,7,6,8,0
127,Eric,1462.1399999999999,6,6,9,0
127,David,1389.82,6,5,9,0
127,Pfinn,1486.31,4,4,11,0
128,Scott,1775.13,12,11,3,0
128,German,1766.71,11,11,4,0
128,Brian,1677.6399999999999,8,7,7,0
128,Diaz,1577.64,8,7,7,0
128,Justin,1526.53,8,7,7,0
128,Bobby,1644.82,6,6,9,0
128,Eric,1469.26,6,6,9,0
128,Barrett,1413.83,6,6,9,0
128,Pfinn,1503.07,5,4,10,0
128,David,1360.15,5,5,10,0
129,German,1823.84,12,11,3,0
129,Scott,1773.5900000000001,11,11,4,0
129,Brian,1659.97,8,7,7,0
129,Diaz,1550.2,8,7,7,0
129,Justin,1519.54,7,7,8,0
129,Bobby,1659.77,6,6,9,0
129,Eric,1470.81,6,6,9,0
129,Barrett,1389.76,6,6,9,0
129,David,1379.09,6,5,9,0
129,Pfinn,1500.69,5,4,10,0
130,Scott,1739.65,12,11,3,0
130,German,1744.21,11,11,4,0
130,Diaz,1563.08,8,7,7,0
130,Justin,1519.73,8,7,7,0
130,Bobby,1668.21,7,6,8,0
130,Brian,1622.87,7,7,8,0
130,Eric,1466.8,6,6,9,0
130,Barrett,1381.42,6,6,9,0
130,Pfinn,1495.82,5,4,10,0
130,David,1355.84,5,5,10,0
131,Scott,1800.29,12,11,3,0
131,German,1777.87,11,11,4,0
131,Diaz,1566.67,8,7,7,0
131,Bobby,1744.21,7,6,8,0
131,Brian,1656.36,7,7,8,0
131,Justin,1512.8,7,7,8,0
131,Barrett,1413.73,7,6,8,0
131,Eric,1459.19,6,6,9,0
131,David,1384.24,6,5,9,0
131,Pfinn,1471.37,4,4,11,0
132,German,1804.17,12,11,3,0
132,Scott,1714.69,11,11,4,0
132,Justin,1531.14,8,7,7,0
132,Bobby,1688.8700000000001,7,6,8,0
132,Brian,1614.6299999999999,7,7,8,0
132,Diaz,1552.41,7,7,8,0
132,Eric,1477.9,7,6,8,0
132,Barrett,1439.33,6,6,9,0
132,Pfinn,1521.29,5,4,10,0
132,David,1373.46,5,5,10,0
133,Scott,1772.3600000000001,12,11,3,0
133,German,1735.81,11,11,4,0
133,Brian,1621.1,8,7,7,0
133,Justin,1525.71,8,7,7,0
133,Diaz,1566.09,7,7,8,0
133,Eric,1494.73,7,6,8,0
133,Barrett,1429.57,7,6,8,0
133,Bobby,1636.45,6,6,9,0
133,David,1363.98,5,5,10,0
133,Pfinn,1471.37,4,4,11,0
134,German,1784.07,12,11,3,0
134,Scott,1759.05,11,11,4,0
134,Brian,1634.48,8,7,7,0
134,Diaz,1561.93,7,7,8,0
134,Justin,1514.25,7,7,8,0
134,Eric,1495.91,7,6,8,0
134,Bobby,1635.68,6,6,9,0
134,Barrett,1390.1599999999999,6,6,9,0
134,David,1379.88,6,5,9,0
134,Pfinn,1511.09,5,4,10,0
135,German,1838.6,12,11,3,0
135,Scott,1746.69,11,11,4,0
135,Diaz,1565.59,8,7,7,0
135,Justin,1510.21,8,7,7,0
135,Bobby,1701.3700000000001,7,6,8,0
135,Brian,1607.28,7,7,8,0
135,Barrett,1400.8,7,6,8,0
135,Eric,1471.26,6,6,9,0
135,David,1364.44,5,5,10,0
135,Pfinn,1460.11,4,4,11,0
136,Scott,1774.47,12,11,3,0
136,German,1753.84,11,11,4,0
136,Brian,1660.59,8,7,7,0
136,Justin,1517.82,8,7,7,0
136,Diaz,1568.2,7,7,8,0
136,Eric,1491.22,7,6,8,0
136,Barrett,1419.53,7,6,8,0
136,Bobby,1689.19,6,6,9,0
136,David,1356.6100000000001,5,5,10,0
136,Pfinn,1472.15,4,4,11,0
137,German,1828.58,12,11,3,0
137,Scott,1806.89,11,11,4,0
137,Diaz,1562.15,8,7,7,0
137,Justin,1534.01,8,7,7,0
137,Bobby,1684.63,7,6,8,0
137,Brian,1626.19,7,7,8,0
137,Eric,1483.54,6,6,9,0
137,Barrett,1419.48,6,6,9,0
137,Pfinn,1499.22,5,4,10,0
137,David,1358.1100000000001,5,5,10,0
138,German,1822.31,12,11,3,0
138,Scott,1766.73,11,11,4,0
138,Diaz,1550.9,8,7,7,0
138,Justin,1525.24,8,7,7,0
138,Bobby,1709.45,7,6,8,0
138,Brian,1626.6,7,7,8,0
138,Eric,1455.73,6,6,9,0
138,Barrett,1413.17,6,6,9,0
138,Pfinn,1498.47,5,4,10,0
138,David,1322.88,5,5,10,0
139,German,1790.51,12,11,3,0
139,Scott,1734.01,11,11,4,0
139,Diaz,1580.47,8,7,7,0
139,Justin,1521.27,8,7,7,0
139,Bobby,1666.26,7,6,8,0
139,Brian,1622.47,7,7,8,0
139,Eric,1493.35,6,6,9,0
139,Barrett,1393.9,6,6,9,0
139,Pfinn,1471.92,5,4,10,0
139,David,1377.65,5,5,10,0
140,Scott,1751.0900000000001,12,11,3,0
140,German,1720.71,11,11,4,0
140,Brian,1629.35,8,7,7,0
140,Diaz,1566.97,8,7,7,0
140,Justin,1526.34,8,7,7,0
140,Bobby,1643.54,6,6,9,0
140,Eric,1455.91,6,6,9,0
140,Barrett,1399.51,6,6,9,0
140,Pfinn,1480.27,5,4,10,0
140,David,1369.54,5,5,10,0
141,German,1762.8,12,11,3,0
141,Scott,1749.22,11,11,4,0
141,Diaz,1569.1,8,7,7,0
141,Bobby,1683.89,7,6,8,0
141,Brian,1629.09,7,7,8,0
141,Justin,1521.26,7,7,8,0
141,Eric,1489.96,6,6,9,0
141,Barrett,1418.26,6,6,9,0
141,David,1388.3,6,5,9,0
141,Pfinn,1511.1,5,4,10,0
142,German,1803.55,12,11,3,0
142,Scott,1759.97,11,11,4,0
142,Brian,1646.9,8,7,7,0
142,Justin,1521.31,8,7,7,0
142,Diaz,1536.38,7,7,8,0
142,Eric,1471.96,7,6,8,0
142,Barrett,1431.09,7,6,8,0
142,Bobby,1641.97,6,6,9,0
142,David,1343.3,5,5,10,0
142,Pfinn,1497.5,4,4,11,0
143,Scott,1784.1100000000001,12,11,3,0
143,German,1739.31,11,11,4,0
143,Justin,1521.6200000000001,8,7,7,0
143,Bobby,1712.24,7,6,8,0
143,Brian,1621.8799999999999,7,7,8,0
143,Diaz,1546.14,7,7,8,0
143,Eric,1481.7,7,6,8,0
143,Barrett,1410.8899999999999,7,6,8,0
143,David,1374.3,5,5,10,0
143,Pfinn,1468.44,4,4,11,0
144,German,1765.71,12,11,3,0
144,Scott,1688.02,11,11,4,0
