Team,Points,Wins,pl_wins,Losses,Tie,sim
David,1693.02,7,7,8,0,500
Diaz,1611.77,7,6,8,0,500
Eric,1607.3600000000001,4,4,11,0,500
Brian,1606.29,3,3,12,0,500
Justin,1541.66,3,2,12,0,500
Bobby,2096.6,11,10,4,0,501
Scott,1856.42,11,11,4,0,501
PFinn,1928.59,10,9,5,0,501
David,1731,10,9,5,0,501
German,1780.5,7,7,8,0,501
Diaz,1660.29,7,6,8,0,501
Barrett,1642.73,6,6,9,0,501
Eric,1607.84,6,6,9,0,501
Brian,1651.04,4,4,11,0,501
Justin,1479.8,3,2,12,0,501
Bobby,2141.69,11,10,4,0,502
Barrett,1826.8600000000001,11,11,4,0,502
PFinn,1830.1,10,9,5,0,502
German,1849.15,9,9,6,0,502
David,1810.32,8,7,7,0,502
Scott,1780.48,8,7,7,0,502
Eric,1562.09,7,6,8,0,502
Diaz,1569.15,5,5,10,0,502
Brian,1656.81,4,4,11,0,502
Justin,1347.4,2,2,13,0,502
Bobby,2002.42,12,11,3,0,503
German,1879.25,12,11,3,0,503
Scott,1903.66,10,9,5,0,503
David,1677.77,9,8,6,0,503
Eric,1763.94,8,7,7,0,503
Barrett,1804.76,7,7,8,0,503
PFinn,1695.99,7,7,8,0,503
Brian,1781.89,6,6,9,0,503
Diaz,1427.45,4,4,11,0,503
Justin,1260.73,0,0,15,0,503
PFinn,1932.82,12,11,3,0,504
Bobby,2031.75,11,10,4,0,504
Scott,1837.66,10,10,5,0,504
Barrett,1798.41,8,8,7,0,504
German,1700.22,8,8,7,0,504
David,1684.98,8,7,7,0,504
Diaz,1647.9099999999999,6,5,9,0,504
Brian,1645.32,6,6,9,0,504
Eric,1700.25,5,4,10,0,504
Justin,1368.06,1,1,14,0,504
PFinn,1861.26,12,11,3,0,505
Scott,1892.07,10,10,5,0,505
Bobby,1829.01,10,9,5,0,505
German,1769.27,10,10,5,0,505
Barrett,1764.22,9,8,6,0,505
David,1714.49,8,8,7,0,505
Diaz,1640.19,8,7,7,0,505
Brian,1515.73,4,4,11,0,505
Eric,1277.8700000000001,4,3,11,0,505
Justin,1323.57,0,0,15,0,505
Scott,2134.69,12,11,3,0,506
PFinn,1818.9,10,9,5,0,506
Barrett,1831.54,9,8,6,0,506
Brian,1725.01,9,9,6,0,506
Bobby,1857.67,8,7,7,0,506
David,1688.55,7,7,8,0,506
Diaz,1607.91,7,7,8,0,506
German,1705.44,6,6,9,0,506
Justin,1395.78,4,3,11,0,506
Eric,1256.21,3,3,12,0,506
Bobby,2382.35,12,12,3,0,507
PFinn,1858.49,11,10,4,0,507
Diaz,1828.67,10,9,5,0,507
Barrett,1809.43,10,9,5,0,507
David,1672.03,8,8,7,0,507
Brian,1731.84,7,6,8,0,507
German,1724.8400000000001,7,7,8,0,507
Scott,1614.85,6,6,9,0,507
Eric,1126.78,3,2,12,0,507
Justin,1361.73,1,1,14,0,507
Scott,2326.8,13,13,2,0,508
Diaz,2257.56,10,9,5,0,508
PFinn,1922.31,10,10,5,0,508
Bobby,1791.46,8,7,7,0,508
David,1728.27,8,8,7,0,508
Eric,1679.6,7,6,8,0,508
Barrett,1808.68,6,5,9,0,508
German,1783.8,6,5,9,0,508
Brian,1739.81,5,5,10,0,508
Justin,1417.99,2,2,13,0,508
PFinn,1897.37,13,12,2,0,509
Bobby,1871.8,10,10,5,0,509
David,1584.07,9,8,6,0,509
German,1710.89,8,8,7,0,509
Scott,1706.64,8,8,7,0,509
Diaz,1631,8,7,7,0,509
Brian,1601.74,7,6,8,0,509
Eric,1587.92,7,6,8,0,509
Barrett,1549.6299999999999,4,4,11,0,509
Justin,1332.06,1,1,14,0,509
Scott,2082.95,13,12,2,0,510
PFinn,1922.15,12,11,3,0,510
Bobby,2039.35,10,9,5,0,510
David,1806.97,10,10,5,0,510
German,1962.0900000000001,9,9,6,0,510
Barrett,1832.17,8,7,7,0,510
Brian,1633.15,5,5,10,0,510
Eric,1361.15,4,3,11,0,510
Diaz,1408.11,2,2,13,0,510
Justin,1315.64,2,2,13,0,510
PFinn,1992.65,12,11,3,0,511
Barrett,1896.12,12,11,3,0,511
German,2160.57,10,10,5,0,511
Scott,1815.77,9,8,6,0,511
David,1749.32,8,8,7,0,511
Brian,1727.89,7,7,8,0,511
Bobby,1698.83,6,5,9,0,511
Eric,1699.18,5,4,10,0,511
Diaz,1546.45,3,3,12,0,511
Justin,1469.14,3,3,12,0,511
German,2152.51,12,11,3,0,512
Scott,1910.8899999999999,12,12,3,0,512
PFinn,1895.91,9,9,6,0,512
Bobby,1884.5,9,8,6,0,512
Barrett,1805.53,9,8,6,0,512
Brian,1720.39,8,8,7,0,512
David,1644.32,5,5,10,0,512
Diaz,1586.02,5,4,10,0,512
Justin,1476.1,4,4,11,0,512
Eric,1454.31,2,1,13,0,512
Bobby,2067.96,13,12,2,0,513
Scott,1880.5,11,10,4,0,513
Diaz,1861.56,10,10,5,0,513
PFinn,1848.09,10,9,5,0,513
Barrett,1924.96,7,7,8,0,513
German,1680.14,7,7,8,0,513
David,1616.14,6,5,9,0,513
Brian,1668.52,5,5,10,0,513
Eric,1522.47,4,4,11,0,513
Justin,1417.18,2,1,13,0,513
Scott,2167.44,14,13,1,0,514
PFinn,1920,12,11,3,0,514
German,1692.73,9,9,6,0,514
Brian,1724.54,8,8,7,0,514
David,1712.42,7,7,8,0,514
Barrett,1731.75,6,5,9,0,514
Bobby,1662.02,6,5,9,0,514
Diaz,1348.23,6,6,9,0,514
Justin,1506.58,4,3,11,0,514
Eric,1286.31,3,3,12,0,514
Scott,2397.64,12,11,3,0,515
German,2006.46,11,11,4,0,515
PFinn,1999.3999999999999,11,10,4,0,515
David,1703.99,10,9,5,0,515
Barrett,1755.74,9,9,6,0,515
Bobby,1768.56,7,6,8,0,515
Diaz,1648.18,6,6,9,0,515
Brian,1593.81,4,4,11,0,515
Justin,1395.3,3,3,12,0,515
Eric,1297.79,2,1,13,0,515
Scott,2156.4,13,12,2,0,516
Bobby,2008.88,11,10,4,0,516
German,2023.7,10,9,5,0,516
David,1750.44,9,9,6,0,516
PFinn,1914.09,8,8,7,0,516
Barrett,1709.17,7,6,8,0,516
Justin,1615.56,6,5,9,0,516
Brian,1625.96,5,5,10,0,516
Diaz,1644.81,4,4,11,0,516
Eric,1452.83,2,2,13,0,516
German,1851.5,10,9,5,0,517
PFinn,1847.79,10,10,5,0,517
Barrett,1777.79,10,9,5,0,517
Diaz,1752.4099999999999,10,10,5,0,517
David,1697.92,9,9,6,0,517
Bobby,1685.79,7,7,8,0,517
Brian,1585.32,6,5,9,0,517
Scott,1497.8,6,5,9,0,517
Eric,1479.75,4,4,11,0,517
Justin,1392.61,3,2,12,0,517
Scott,2213.01,13,12,2,0,518
PFinn,2033.83,13,12,2,0,518
Bobby,1961.6000000000001,10,9,5,0,518
German,1916.31,9,9,6,0,518
Barrett,1600.27,7,6,8,0,518
David,1658.22,6,6,9,0,518
Diaz,1546.9,5,5,10,0,518
Brian,1534.23,5,5,10,0,518
Eric,1269.71,4,3,11,0,518
Justin,1494.16,3,3,12,0,518
Scott,2102.72,12,11,3,0,519
PFinn,1995.71,12,11,3,0,519
Bobby,2016.27,11,10,4,0,519
Barrett,1792.34,11,10,4,0,519
David,1693.15,8,8,7,0,519
German,1778.29,5,5,10,0,519
Diaz,1558.57,5,5,10,0,519
Brian,1633.83,4,4,11,0,519
Eric,1478.95,4,3,11,0,519
Justin,1327.7,3,3,12,0,519
Scott,1897.29,10,9,5,0,520
PFinn,1886.95,10,9,5,0,520
Bobby,1894.43,9,8,6,0,520
Diaz,1754.07,9,9,6,0,520
Brian,1722.49,9,9,6,0,520
David,1740.47,8,8,7,0,520
Eric,1619.12,7,6,8,0,520
German,1534.72,7,7,8,0,520
Barrett,1748.81,6,5,9,0,520
Justin,1244.57,0,0,15,0,520
Diaz,2083.93,12,12,3,0,521
Scott,1912.13,11,10,4,0,521
PFinn,1878.1399999999999,10,9,5,0,521
David,1679,10,9,5,0,521
German,1737.03,9,9,6,0,521
Barrett,1774.77,7,7,8,0,521
Brian,1741.24,7,7,8,0,521
Bobby,1506.45,5,4,10,0,521
Eric,1396.66,3,2,12,0,521
Justin,1331.23,1,1,14,0,521
PFinn,2004.46,13,12,2,0,522
Bobby,1959.3000000000002,11,10,4,0,522
Barrett,1792.3,9,8,6,0,522
Scott,1763.78,9,8,6,0,522
German,1860.55,8,8,7,0,522
David,1581.41,7,7,8,0,522
Diaz,1734.19,6,6,9,0,522
Brian,1621.21,5,5,10,0,522
Eric,1533.6299999999999,5,5,10,0,522
Justin,1317.22,2,1,13,0,522
Bobby,1941.39,11,10,4,0,523
Scott,2102.32,10,10,5,0,523
PFinn,1885.12,10,10,5,0,523
German,1810.72,10,9,5,0,523
Diaz,1750.93,10,9,5,0,523
David,1664.54,7,7,8,0,523
Barrett,1646.76,6,5,9,0,523
Brian,1580.25,5,5,10,0,523
Justin,1458.06,4,4,11,0,523
Eric,1312.01,2,1,13,0,523
German,2140.7400000000002,13,13,2,0,524
Bobby,1941.3500000000001,11,11,4,0,524
Brian,1701.77,9,8,6,0,524
Barrett,1763.68,8,7,7,0,524
PFinn,1747.42,8,7,7,0,524
Diaz,1634.05,8,7,7,0,524
Scott,1744.74,7,7,8,0,524
David,1694.64,5,5,10,0,524
Eric,1355.15,4,4,11,0,524
Justin,1343.45,2,1,13,0,524
PFinn,1902.03,12,11,3,0,525
Bobby,2072.54,11,10,4,0,525
Barrett,1763.86,11,10,4,0,525
Diaz,1797.27,9,8,6,0,525
Scott,1772.55,8,8,7,0,525
German,1695.6000000000001,8,8,7,0,525
David,1672.52,8,8,7,0,525
Brian,1663.29,5,5,10,0,525
Eric,1533.63,3,2,12,0,525
Justin,1482.22,0,0,15,0,525
German,1937.97,12,11,3,0,526
Barrett,1824.18,11,10,4,0,526
Scott,2040.77,10,9,5,0,526
Brian,1721.15,9,8,6,0,526
PFinn,1906.57,7,7,8,0,526
Bobby,1643.2,7,7,8,0,526
Diaz,1536.45,7,7,8,0,526
David,1634.39,6,6,9,0,526
Eric,1396.8700000000001,4,4,11,0,526
Justin,1331.97,2,1,13,0,526
Scott,1969.96,12,11,3,0,527
Bobby,1916.42,10,9,5,0,527
German,1866.17,9,8,6,0,527
PFinn,1851.31,9,9,6,0,527
Barrett,1820.22,9,9,6,0,527
David,1675.96,9,8,6,0,527
Brian,1667.38,8,8,7,0,527
Diaz,1484.54,5,5,10,0,527
Justin,1461.1,2,2,13,0,527
Eric,1431.48,2,1,13,0,527
PFinn,1859.53,13,12,2,0,528
Scott,2138.04,11,11,4,0,528
German,1664.43,10,10,5,0,528
Barrett,1785.72,8,7,7,0,528
Bobby,1754.3600000000001,7,6,8,0,528
David,1670.82,7,7,8,0,528
Eric,1577.88,7,6,8,0,528
Brian,1758.51,6,6,9,0,528
Diaz,1586.23,6,5,9,0,528
Justin,1274.85,0,0,15,0,528
PFinn,2039.95,13,12,2,0,529
Bobby,1994.3,10,9,5,0,529
German,1841.68,10,10,5,0,529
Barrett,1769.93,9,8,6,0,529
Diaz,1748.15,8,8,7,0,529
David,1683.98,7,7,8,0,529
Scott,1634.94,7,6,8,0,529
Brian,1680.72,5,5,10,0,529
Eric,1469.52,5,5,10,0,529
Justin,1297.14,1,0,14,0,529
PFinn,1902.85,13,12,2,0,530
Bobby,2117.4,12,11,3,0,530
Barrett,1853.32,9,8,6,0,530
Diaz,1735.72,9,8,6,0,530
German,1706.1,7,7,8,0,530
David,1620.32,7,7,8,0,530
Scott,1823.6299999999999,5,5,10,0,530
Brian,1627.99,5,5,10,0,530
Eric,1581.47,5,4,10,0,530
Justin,1463.6,3,3,12,0,530
Scott,2409.18,14,13,1,0,531
PFinn,2026.65,11,11,4,0,531
Bobby,1999.8400000000001,11,10,4,0,531
German,2009.8600000000001,9,8,6,0,531
David,1702.03,8,7,7,0,531
Diaz,1720.81,7,7,8,0,531
Barrett,1704.39,7,7,8,0,531
Brian,1743.34,4,4,11,0,531
Eric,1430.11,2,2,13,0,531
Justin,1313.19,2,1,13,0,531
PFinn,1922.12,12,11,3,0,532
Bobby,1908.75,11,10,4,0,532
German,1858.7,10,10,5,0,532
Barrett,1840.24,9,8,6,0,532
David,1758.17,8,8,7,0,532
Eric,1749.9099999999999,8,7,7,0,532
Diaz,1687.2,8,7,7,0,532
Scott,1426.76,5,5,10,0,532
Brian,1706.6399999999999,3,3,12,0,532
Justin,1350.2,1,1,14,0,532
German,1979.13,13,12,2,0,533
Bobby,1897.52,11,11,4,0,533
PFinn,1912.08,9,9,6,0,533
Brian,1730.25,9,8,6,0,533
David,1696.92,9,8,6,0,533
Scott,1793.13,8,8,7,0,533
Diaz,1526.61,6,5,9,0,533
Eric,1617.79,5,5,10,0,533
Barrett,1616.98,4,4,11,0,533
Justin,1224.82,1,0,14,0,533
German,1935.3200000000002,13,12,2,0,534
Scott,2168.93,12,11,3,0,534
PFinn,1857.6,10,10,5,0,534
Bobby,1808.92,9,9,6,0,534
David,1729.28,8,7,7,0,534
Barrett,1807.76,7,7,8,0,534
Brian,1699.56,7,6,8,0,534
Eric,1559.25,4,4,11,0,534
Diaz,1516.62,3,3,12,0,534
Justin,1383.03,2,1,13,0,534
German,1899.94,13,12,2,0,535
Bobby,1984.55,11,11,4,0,535
PFinn,1842.05,9,9,6,0,535
Barrett,1777.24,9,8,6,0,535
David,1748.23,9,9,6,0,535
Brian,1750.95,7,6,8,0,535
Scott,1738.78,7,6,8,0,535
Eric,1487.61,4,3,11,0,535
Justin,1441.65,3,3,12,0,535
Diaz,1363.8899999999999,3,3,12,0,535
Scott,2058.38,12,12,3,0,536
Diaz,1847.42,11,10,4,0,536
Bobby,1953.65,10,10,5,0,536
PFinn,1912.57,9,9,6,0,536
German,1727.53,9,8,6,0,536
Brian,1760.02,8,7,7,0,536
Barrett,1727.81,6,5,9,0,536
David,1521.51,5,5,10,0,536
Eric,1483.23,4,4,11,0,536
Justin,1412.77,1,0,14,0,536
Scott,1955.7,11,10,4,0,537
Barrett,1827.04,11,10,4,0,537
PFinn,1834.19,9,9,6,0,537
Eric,1623.66,9,8,6,0,537
Bobby,1880.07,8,8,7,0,537
German,1749.61,8,7,7,0,537
Brian,1765.05,7,6,8,0,537
David,1736.8,6,6,9,0,537
Diaz,1552.27,6,6,9,0,537
Justin,1314.73,0,0,15,0,537
Bobby,2144.77,13,12,2,0,538
PFinn,1881.95,11,10,4,0,538
Scott,1828.32,9,8,6,0,538
Barrett,1745.23,9,8,6,0,538
Brian,1676.78,8,8,7,0,538
German,1781.05,7,7,8,0,538
Eric,1542.34,6,5,9,0,538
David,1569.31,5,5,10,0,538
Diaz,1512.04,5,5,10,0,538
Justin,1293.72,2,2,13,0,538
PFinn,1879.58,11,10,4,0,539
Bobby,1889.72,10,9,5,0,539
Scott,1849.6,10,9,5,0,539
German,1887.24,9,9,6,0,539
Barrett,1865.75,9,8,6,0,539
David,1671.42,8,8,7,0,539
Brian,1698.91,6,6,9,0,539
Diaz,1548.98,5,5,10,0,539
Eric,1525.84,4,4,11,0,539
Justin,1467.23,3,2,12,0,539
PFinn,1863.03,14,13,1,0,540
Bobby,1900.3,10,9,5,0,540
Barrett,1757.63,10,9,5,0,540
David,1609.52,9,9,6,0,540
Brian,1689.18,6,6,9,0,540
German,1589.63,6,6,9,0,540
Scott,1537.8600000000001,6,6,9,0,540
Eric,1389.38,6,6,9,0,540
Justin,1437.66,5,4,10,0,540
Diaz,1464.38,3,2,12,0,540
Scott,2105.08,11,10,4,0,541
PFinn,1914.02,11,11,4,0,541
Bobby,1972.39,10,9,5,0,541
German,1917.59,10,9,5,0,541
David,1760.8700000000001,7,7,8,0,541
Barrett,1727.79,7,6,8,0,541
Diaz,1663.34,7,7,8,0,541
Brian,1672.41,6,6,9,0,541
Eric,1496.54,4,4,11,0,541
Justin,1447.91,2,1,13,0,541
PFinn,1888.71,13,12,2,0,542
German,1980.08,10,10,5,0,542
Scott,1852.58,10,9,5,0,542
Barrett,1737.83,10,9,5,0,542
David,1748.26,9,9,6,0,542
Brian,1642.74,6,6,9,0,542
Bobby,1613.7,6,5,9,0,542
Eric,1491.32,6,5,9,0,542
Diaz,1427.87,5,5,10,0,542
Justin,1336.79,0,0,15,0,542
PFinn,1978.6299999999999,11,10,4,0,543
German,1978.3700000000001,11,11,4,0,543
David,1736.07,11,10,4,0,543
Diaz,1720.61,9,8,6,0,543
Bobby,1756.16,8,7,7,0,543
Scott,1721.19,7,7,8,0,543
Eric,1533.21,6,6,9,0,543
Barrett,1711.57,5,5,10,0,543
Brian,1608.65,5,5,10,0,543
Justin,1420.75,2,1,13,0,543
German,2022.42,12,11,3,0,544
Bobby,2017.92,10,9,5,0,544
PFinn,1839.07,9,9,6,0,544
David,1805.4,9,9,6,0,544
Barrett,1793.66,9,8,6,0,544
Diaz,1565.14,8,8,7,0,544
Scott,1829.21,7,6,8,0,544
Brian,1643.21,5,5,10,0,544
Justin,1485.7,3,3,12,0,544
Eric,1422.91,3,2,12,0,544
Bobby,2063.78,13,12,2,0,545
Scott,1928.1200000000001,13,12,2,0,545
German,2300.47,12,11,3,0,545
Diaz,1829.6000000000001,8,8,7,0,545
PFinn,1829.43,8,8,7,0,545
David,1734.57,7,6,8,0,545
Brian,1644.47,6,6,9,0,545
Barrett,1696.96,5,5,10,0,545
Eric,1454.94,2,2,13,0,545
Justin,1389.18,1,0,14,0,545
Bobby,2007.95,11,11,4,0,546
PFinn,1920.48,11,11,4,0,546
Scott,2004.42,9,8,6,0,546
German,1965.14,9,8,6,0,546
Eric,1842.19,9,9,6,0,546
Barrett,1889.8999999999999,8,7,7,0,546
David,1681.32,7,7,8,0,546
Brian,1768.11,6,5,9,0,546
Justin,1309.95,3,2,12,0,546
Diaz,1527.21,2,2,13,0,546
Barrett,1845.43,12,11,3,0,547
PFinn,1799.76,12,11,3,0,547
David,1763.23,12,12,3,0,547
Bobby,1790.8500000000001,8,8,7,0,547
German,1638.97,7,7,8,0,547
Scott,1612.41,7,6,8,0,547
Brian,1614.11,6,5,9,0,547
Diaz,1596.57,6,6,9,0,547
Eric,1383.17,4,3,11,0,547
Justin,1435.21,1,1,14,0,547
Scott,2198.98,12,11,3,0,548
Bobby,2346.17,10,9,5,0,548
German,2065.67,10,9,5,0,548
Barrett,1865.36,10,9,5,0,548
PFinn,1900.02,9,9,6,0,548
Diaz,1583.05,8,8,7,0,548
David,1637.41,6,6,9,0,548
Brian,1739.62,5,5,10,0,548
Eric,1515.66,5,4,10,0,548
Justin,1313.47,0,0,15,0,548
German,2025.74,11,11,4,0,549
Diaz,1869.27,11,10,4,0,549
PFinn,1865.92,11,10,4,0,549
Bobby,1883.13,9,8,6,0,549
Scott,1819.85,8,8,7,0,549
Brian,1700.96,7,7,8,0,549
David,1613.46,6,6,9,0,549
Barrett,1701.07,5,4,10,0,549
Eric,1473.39,5,5,10,0,549
Justin,1504.75,2,1,13,0,549
Scott,2050.8,12,11,3,0,550
Bobby,1973.77,10,9,5,0,550
PFinn,1856.1599999999999,10,10,5,0,550
German,1712.26,10,9,5,0,550
Barrett,1753.61,7,6,8,0,550
Brian,1724.83,7,7,8,0,550
Diaz,1708.45,7,7,8,0,550
Eric,1601.04,6,5,9,0,550
David,1605.11,5,5,10,0,550
Justin,1335.72,1,1,14,0,550
Scott,2271.79,14,13,1,0,551
German,2125.34,12,11,3,0,551
Barrett,2071.86,8,7,7,0,551
Bobby,1875.46,8,7,7,0,551
Diaz,1873.7,8,8,7,0,551
Brian,1790.38,7,7,8,0,551
David,1772.66,7,7,8,0,551
PFinn,1819.94,6,6,9,0,551
Eric,1292.66,3,3,12,0,551
Justin,1290.72,2,1,13,0,551
David,1709.94,12,11,3,0,552
German,1952.66,11,10,4,0,552
Bobby,1865.85,10,9,5,0,552
PFinn,1849.25,10,10,5,0,552
Scott,1922.35,9,9,6,0,552
Eric,1640.52,7,6,8,0,552
Barrett,1685.8700000000001,6,6,9,0,552
Diaz,1524.45,6,5,9,0,552
Brian,1655.52,4,4,11,0,552
Justin,1308.15,0,0,15,0,552
Barrett,1876.48,12,11,3,0,553
PFinn,1793.17,11,10,4,0,553
Scott,1997.85,10,9,5,0,553
Bobby,1810.54,9,8,6,0,553
Diaz,1762.89,8,8,7,0,553
German,1723.92,8,8,7,0,553
Brian,1703.49,7,7,8,0,553
Eric,1622.32,5,4,10,0,553
David,1596.06,5,5,10,0,553
Justin,1397.51,0,0,15,0,553
Bobby,2147.75,11,10,4,0,554
Diaz,2015.81,11,11,4,0,554
Scott,1819.06,10,9,5,0,554
David,1704.45,10,9,5,0,554
PFinn,1807.08,8,7,7,0,554
Brian,1674.96,8,8,7,0,554
Eric,1626.41,6,5,9,0,554
Barrett,1715.48,5,5,10,0,554
German,1561.7,5,5,10,0,554
Justin,1314.5,1,1,14,0,554
Diaz,1958.33,12,11,3,0,555
Scott,1951.47,12,12,3,0,555
PFinn,1844.44,10,9,5,0,555
David,1764.24,10,10,5,0,555
Bobby,1914.19,9,8,6,0,555
Brian,1684.01,7,7,8,0,555
Barrett,1766.34,6,5,9,0,555
German,1569.3700000000001,6,6,9,0,555
Eric,1422.29,2,2,13,0,555
Justin,1269.09,1,0,14,0,555
Scott,2258.82,12,11,3,0,556
Bobby,2047.38,12,11,3,0,556
German,1828.5,11,11,4,0,556
PFinn,1883.6,10,9,5,0,556
Barrett,1715.26,8,8,7,0,556
David,1653.57,8,7,7,0,556
Brian,1619.19,5,5,10,0,556
Justin,1457.53,3,2,12,0,556
Diaz,1428.46,3,3,12,0,556
Eric,1365.95,3,3,12,0,556
Bobby,1864.54,9,8,6,0,557
German,1833.84,9,9,6,0,557
Scott,1782.05,9,8,6,0,557
Brian,1718.87,9,9,6,0,557
David,1623.48,9,8,6,0,557
PFinn,1814.53,8,7,7,0,557
Eric,1590.81,8,7,7,0,557
Barrett,1727.9,7,7,8,0,557
Diaz,1599.75,7,7,8,0,557
Justin,1355.27,0,0,15,0,557
PFinn,1949.8,12,12,3,0,558
German,1982.59,11,10,4,0,558
David,1811.6200000000001,9,9,6,0,558
Barrett,1749.95,9,8,6,0,558
Bobby,1839.0900000000001,7,7,8,0,558
Eric,1646.19,7,6,8,0,558
Scott,1741.45,6,5,9,0,558
Brian,1671.35,6,5,9,0,558
Diaz,1579.15,5,5,10,0,558
Justin,1485.7,3,3,12,0,558
PFinn,2001.4099999999999,13,12,2,0,559
Bobby,1921.31,11,10,4,0,559
David,1670.44,10,9,5,0,559
Scott,1951.93,9,8,6,0,559
German,1822.55,8,8,7,0,559
Brian,1696.82,7,7,8,0,559
Barrett,1728.55,6,6,9,0,559
Eric,1583.45,6,6,9,0,559
Diaz,1330.99,3,3,12,0,559
Justin,1333.69,2,1,13,0,559
German,1791.04,12,12,3,0,560
Scott,2017.62,9,8,6,0,560
Bobby,1791.24,9,8,6,0,560
David,1721.85,9,8,6,0,560
PFinn,1839.72,8,7,7,0,560
Brian,1609.65,8,8,7,0,560
Barrett,1683.08,7,7,8,0,560
Eric,1567.1,6,5,9,0,560
Diaz,1542.64,5,5,10,0,560
Justin,1436.27,2,2,13,0,560
Scott,2028.5,13,12,2,0,561
Bobby,2230.84,11,10,4,0,561
David,1824.03,11,10,4,0,561
Barrett,1886.99,10,10,5,0,561
German,1579.48,7,6,8,0,561
PFinn,1578.19,6,6,9,0,561
Eric,1449.11,6,5,9,0,561
Brian,1712.25,5,5,10,0,561
Justin,1351.59,3,3,12,0,561
Diaz,1265.85,3,3,12,0,561
PFinn,2003.66,14,13,1,0,562
Barrett,1881.8,12,11,3,0,562
Scott,2062.33,11,10,4,0,562
German,1800.32,8,8,7,0,562
David,1753.3700000000001,8,8,7,0,562
Diaz,1629.45,8,8,7,0,562
Bobby,1798.51,6,5,9,0,562
Eric,1614.4,5,5,10,0,562
Brian,1638.26,2,2,13,0,562
Justin,1319.16,1,0,14,0,562
PFinn,1895.36,12,11,3,0,563
Scott,2213.87,11,10,4,0,563
Barrett,1759.13,10,9,5,0,563
Diaz,1740.33,9,9,6,0,563
Bobby,1963.8600000000001,8,7,7,0,563
David,1865.13,8,8,7,0,563
German,1820.66,7,7,8,0,563
Brian,1699.1,5,5,10,0,563
Eric,1402.59,4,3,11,0,563
Justin,1397.32,1,1,14,0,563
Scott,2137.83,13,12,2,0,564
Bobby,1909.66,11,10,4,0,564
PFinn,1743.93,11,10,4,0,564
David,1716.67,9,8,6,0,564
German,1715.93,8,8,7,0,564
Barrett,1685.24,7,7,8,0,564
Brian,1682.06,6,6,9,0,564
Diaz,1548.4,5,5,10,0,564
Justin,1416.99,3,2,12,0,564
Eric,1435.47,2,2,13,0,564
Scott,2287.3,13,12,2,0,565
Bobby,2133.03,11,10,4,0,565
PFinn,1826.28,10,9,5,0,565
German,1735.34,10,10,5,0,565
David,1716.24,7,7,8,0,565
Barrett,1684.6,7,6,8,0,565
Diaz,1555.77,7,7,8,0,565
Brian,1705.83,5,5,10,0,565
Eric,1517.93,5,4,10,0,565
Justin,1373.38,0,0,15,0,565
PFinn,2003.59,12,11,3,0,566
Barrett,1902.58,11,10,4,0,566
Scott,1946.29,10,9,5,0,566
Diaz,1721.67,9,9,6,0,566
David,1650.07,9,9,6,0,566
Bobby,1746.14,7,6,8,0,566
German,1521.91,6,6,9,0,566
Brian,1518.36,6,6,9,0,566
Eric,1444.8700000000001,3,3,12,0,566
Justin,1379.55,2,1,13,0,566
Scott,2189.92,13,13,2,0,567
German,2115.43,13,12,2,0,567
PFinn,1837.43,10,10,5,0,567
Bobby,1950.69,9,8,6,0,567
Barrett,1767.45,7,6,8,0,567
Brian,1675.81,5,5,10,0,567
David,1600.49,5,5,10,0,567
Diaz,1370.49,5,4,10,0,567
Eric,1606.11,4,4,11,0,567
Justin,1454.47,4,3,11,0,567
Scott,2228.22,13,12,2,0,568
German,1927.63,12,12,3,0,568
PFinn,1847.19,10,9,5,0,568
Barrett,1761.74,9,8,6,0,568
Brian,1658.01,8,7,7,0,568
Bobby,1590.3,7,7,8,0,568
David,1582.88,6,6,9,0,568
Eric,1492.67,4,4,11,0,568
Justin,1447.88,3,2,12,0,568
Diaz,1367.69,3,3,12,0,568
Barrett,2186.66,11,11,4,0,569
PFinn,1831.44,10,10,5,0,569
Bobby,2028.21,9,8,6,0,569
Brian,1723.6,9,9,6,0,569
David,1733.03,8,7,7,0,569
German,1732.19,8,7,7,0,569
Eric,1654.2,8,7,7,0,569
Scott,1665.74,6,5,9,0,569
Diaz,1377.72,5,5,10,0,569
Justin,1320.29,1,1,14,0,569
Scott,2018.88,10,9,5,0,570
German,1923.09,10,9,5,0,570
PFinn,1933.28,9,9,6,0,570
Bobby,1875.4,9,9,6,0,570
Barrett,1854.85,9,8,6,0,570
Eric,1819.07,9,8,6,0,570
Diaz,1801.19,9,9,6,0,570
David,1647.27,5,5,10,0,570
Brian,1701.81,3,2,12,0,570
Justin,1466.78,2,2,13,0,570
PFinn,1876.21,12,11,3,0,571
Barrett,2007.09,10,9,5,0,571
German,1870.93,10,10,5,0,571
David,1763.3,10,10,5,0,571
Diaz,1620.22,8,7,7,0,571
Bobby,1693.78,7,6,8,0,571
Scott,1561.97,6,6,9,0,571
Brian,1694.61,5,5,10,0,571
Eric,1410.07,5,4,10,0,571
Justin,1269.76,2,2,13,0,571
German,1989.99,12,11,3,0,572
Scott,1946.55,12,11,3,0,572
Bobby,1938.61,12,11,3,0,572
PFinn,1869.24,10,10,5,0,572
David,1763.06,9,8,6,0,572
Barrett,1780.49,7,7,8,0,572
Brian,1657.51,4,4,11,0,572
Diaz,1547.46,4,4,11,0,572
Eric,1486.41,4,3,11,0,572
Justin,1347.94,1,1,14,0,572
David,1822.96,12,11,3,0,573
