Team,Points,Wins,pl_wins,Losses,Tie,sim
Bobby,1909.96,9,8,6,0,223
Barrett,1827.81,9,8,6,0,223
David,1709,7,7,8,0,223
Diaz,1681.78,5,5,10,0,223
Eric,1569.39,4,3,11,0,223
Brian,1564.48,4,4,11,0,223
Justin,1431.01,3,3,12,0,223
Scott,2277.68,14,13,1,0,224
David,1761.25,11,10,4,0,224
German,1919.92,10,10,5,0,224
PFinn,1810.59,10,9,5,0,224
Barrett,1825.51,8,8,7,0,224
Diaz,1566.68,8,8,7,0,224
Brian,1635.82,5,4,10,0,224
Eric,1484.65,5,4,10,0,224
Bobby,1299.79,3,3,12,0,224
Justin,1253.96,1,1,14,0,224
Scott,2015.63,13,12,2,0,225
German,2150.06,12,11,3,0,225
PFinn,1876.18,11,11,4,0,225
David,1770.26,8,7,7,0,225
Barrett,1807.74,7,7,8,0,225
Bobby,1752.4,7,6,8,0,225
Eric,1670.82,7,6,8,0,225
Brian,1715.17,5,5,10,0,225
Diaz,1492.53,4,4,11,0,225
Justin,1378.05,1,1,14,0,225
Scott,2126.78,12,11,3,0,226
German,1861.94,10,9,5,0,226
Bobby,2028.47,9,9,6,0,226
Barrett,1931.24,9,8,6,0,226
Diaz,1691.56,9,9,6,0,226
David,1714.07,8,8,7,0,226
PFinn,1871.1399999999999,7,7,8,0,226
Eric,1627.54,6,5,9,0,226
Brian,1646.2,5,4,10,0,226
Justin,1247.62,0,0,15,0,226
Bobby,2173.63,12,11,3,0,227
PFinn,1923.54,12,12,3,0,227
Scott,1929.77,11,11,4,0,227
Barrett,1778.4,8,7,7,0,227
David,1711.47,7,7,8,0,227
Eric,1585.14,6,6,9,0,227
Diaz,1544.92,5,4,10,0,227
German,1540.74,5,4,10,0,227
Justin,1479.17,5,4,10,0,227
Brian,1662.33,4,4,11,0,227
PFinn,1939.83,12,11,3,0,228
David,1811.45,11,10,4,0,228
Bobby,2026.49,10,9,5,0,228
German,1824.44,9,9,6,0,228
Scott,1785.31,8,8,7,0,228
Eric,1732.42,8,7,7,0,228
Barrett,1823.44,6,6,9,0,228
Brian,1756.13,6,6,9,0,228
Diaz,1397.99,5,4,10,0,228
Justin,1361.36,0,0,15,0,228
Bobby,1861.16,12,11,3,0,229
PFinn,1982.65,10,10,5,0,229
David,1661.33,10,9,5,0,229
German,1776.46,9,8,6,0,229
Scott,1767.92,8,7,7,0,229
Brian,1654.94,7,7,8,0,229
Barrett,1759.11,6,6,9,0,229
Eric,1686.78,6,6,9,0,229
Diaz,1613.54,4,4,11,0,229
Justin,1476.63,3,2,12,0,229
Scott,1809.61,12,11,3,0,230
German,1964.27,10,9,5,0,230
PFinn,1909.03,10,10,5,0,230
Barrett,1825.4,10,9,5,0,230
Bobby,2001.42,9,8,6,0,230
David,1604.11,7,7,8,0,230
Diaz,1592.57,7,7,8,0,230
Brian,1631.72,6,6,9,0,230
Eric,1510.27,4,3,11,0,230
Justin,1343.77,0,0,15,0,230
Bobby,2654.67,13,12,2,0,231
German,1960.28,12,11,3,0,231
Scott,1977.49,10,10,5,0,231
PFinn,1911.1,10,10,5,0,231
Barrett,1913.6299999999999,9,8,6,0,231
David,1658.5,6,6,9,0,231
Diaz,1575.8,6,5,9,0,231
Brian,1594.68,3,3,12,0,231
Eric,1533.67,3,2,12,0,231
Justin,1368.5,3,3,12,0,231
Bobby,2053.36,13,12,2,0,232
PFinn,1974.52,13,12,2,0,232
Barrett,1769.49,9,8,6,0,232
German,1759.14,9,9,6,0,232
David,1679.77,8,8,7,0,232
Diaz,1514.27,7,7,8,0,232
Scott,1375.81,7,6,8,0,232
Brian,1729.16,6,6,9,0,232
Eric,1322.08,3,2,12,0,232
Justin,1221.99,0,0,15,0,232
Bobby,1972.58,12,11,3,0,233
German,2041.51,11,10,4,0,233
Scott,1988.6,10,10,5,0,233
PFinn,1850.08,9,9,6,0,233
David,1683.63,9,8,6,0,233
Barrett,1818.59,8,8,7,0,233
Diaz,1626.21,6,5,9,0,233
Brian,1653.95,5,5,10,0,233
Eric,1421.22,3,3,12,0,233
Justin,1292.55,2,1,13,0,233
German,2110.79,11,11,4,0,234
PFinn,1759.4,11,10,4,0,234
Barrett,1872.84,10,9,5,0,234
Bobby,1834.21,10,9,5,0,234
Scott,1954.19,8,7,7,0,234
Eric,1789.98,8,8,7,0,234
David,1674.84,7,7,8,0,234
Justin,1538.87,4,3,11,0,234
Brian,1638.91,3,3,12,0,234
Diaz,1436.77,3,3,12,0,234
PFinn,1906.03,13,12,2,0,235
Bobby,1880.22,10,9,5,0,235
Scott,1867.53,9,9,6,0,235
Diaz,1761.38,9,8,6,0,235
Barrett,1745.16,8,8,7,0,235
David,1533.79,8,7,7,0,235
Brian,1676.54,7,7,8,0,235
German,1482.75,5,5,10,0,235
Eric,1274.34,5,4,10,0,235
Justin,1336.8,1,1,14,0,235
Scott,1902.29,11,11,4,0,236
PFinn,1879.33,10,10,5,0,236
German,1958.4,9,8,6,0,236
Bobby,1924.04,9,9,6,0,236
Barrett,1704.63,8,7,7,0,236
Eric,1785.81,7,6,8,0,236
Brian,1746.97,7,6,8,0,236
Diaz,1628.05,7,6,8,0,236
David,1609.16,6,6,9,0,236
Justin,1501.04,1,1,14,0,236
Bobby,2041.9,12,11,3,0,237
German,1987.92,11,11,4,0,237
PFinn,1929.32,11,10,4,0,237
Brian,1860.1200000000001,9,9,6,0,237
Barrett,1798.44,9,8,6,0,237
Diaz,1627.96,9,8,6,0,237
David,1698.04,6,6,9,0,237
Scott,1578.45,4,4,11,0,237
Eric,1446.93,2,2,13,0,237
Justin,1367.13,2,1,13,0,237
PFinn,1997.52,12,11,3,0,238
Scott,2026.27,11,10,4,0,238
Bobby,2064.42,10,9,5,0,238
Barrett,1930.73,10,9,5,0,238
German,1715.03,7,7,8,0,238
David,1642.26,7,7,8,0,238
Diaz,1633.01,6,6,9,0,238
Brian,1609.29,5,5,10,0,238
Justin,1415.83,5,5,10,0,238
Eric,1366.22,2,1,13,0,238
German,2134.87,13,13,2,0,239
PFinn,1933.32,12,11,3,0,239
Bobby,1964.5,9,8,6,0,239
Scott,1790.93,8,7,7,0,239
Diaz,1681.38,8,8,7,0,239
David,1722.27,7,7,8,0,239
Barrett,1684.3899999999999,7,6,8,0,239
Eric,1631.16,7,6,8,0,239
Brian,1582.2,4,4,11,0,239
Justin,1270.09,0,0,15,0,239
Scott,2105.57,12,11,3,0,240
PFinn,1944.67,12,11,3,0,240
Barrett,1878.39,11,10,4,0,240
Bobby,1940.04,8,7,7,0,240
German,1778.75,7,7,8,0,240
Diaz,1700.01,7,7,8,0,240
David,1677.74,7,7,8,0,240
Eric,1723.44,6,5,9,0,240
Brian,1688.88,5,5,10,0,240
Justin,1307.51,0,0,15,0,240
Scott,2377.93,13,12,2,0,241
German,2116.92,13,12,2,0,241
Barrett,1850.28,10,9,5,0,241
PFinn,1890.98,9,9,6,0,241
David,1697.66,8,8,7,0,241
Bobby,1809.66,6,5,9,0,241
Brian,1674.06,5,5,10,0,241
Justin,1304.84,4,4,11,0,241
Eric,1249.63,4,3,11,0,241
Diaz,1477.6299999999999,3,3,12,0,241
Scott,2671.38,14,13,1,0,242
German,1918.81,11,10,4,0,242
PFinn,1886.06,11,11,4,0,242
Bobby,1922.92,9,9,6,0,242
David,1681.28,9,8,6,0,242
Eric,1562.79,7,6,8,0,242
Barrett,1556.84,5,5,10,0,242
Brian,1634.31,4,3,11,0,242
Diaz,1264.8799999999999,4,4,11,0,242
Justin,1206.6,1,1,14,0,242
Bobby,1976.44,12,11,3,0,243
PFinn,1956.68,12,11,3,0,243
David,1749.05,10,9,5,0,243
Scott,1777.57,9,9,6,0,243
German,1621.79,8,8,7,0,243
Diaz,1641.78,7,6,8,0,243
Eric,1598.85,7,6,8,0,243
Barrett,1559.64,5,5,10,0,243
Brian,1589.08,4,4,11,0,243
Justin,1289.84,1,1,14,0,243
Bobby,2181.73,12,11,3,0,244
PFinn,1881.41,10,9,5,0,244
Scott,1857.59,10,10,5,0,244
Barrett,1936.67,9,8,6,0,244
David,1677.6100000000001,8,8,7,0,244
Diaz,1594.49,8,7,7,0,244
Brian,1798.42,7,7,8,0,244
German,1711.05,6,6,9,0,244
Eric,1592.83,5,4,10,0,244
Justin,1423.9,0,0,15,0,244
Barrett,1952.23,13,12,2,0,245
PFinn,1927.68,11,10,4,0,245
Scott,1860.22,9,8,6,0,245
Bobby,1740.42,8,7,7,0,245
German,1663.8700000000001,8,8,7,0,245
Brian,1653.01,7,7,8,0,245
Eric,1641.09,7,6,8,0,245
Diaz,1516.25,6,6,9,0,245
David,1598.6200000000001,4,4,11,0,245
Justin,1415.3400000000001,2,2,13,0,245
Scott,2108.38,13,12,2,0,246
Bobby,2124.29,12,11,3,0,246
PFinn,1885.27,10,9,5,0,246
German,1949.8899999999999,9,9,6,0,246
Barrett,1816.63,7,6,8,0,246
Diaz,1576.22,7,7,8,0,246
Brian,1616.92,6,6,9,0,246
David,1570.88,5,5,10,0,246
Eric,1480.46,4,3,11,0,246
Justin,1400.72,2,2,13,0,246
PFinn,1880.43,10,9,5,0,247
Diaz,1809.99,10,9,5,0,247
German,1853.51,9,9,6,0,247
Brian,1775.38,9,9,6,0,247
Bobby,1782.68,8,7,7,0,247
David,1653.79,8,8,7,0,247
Barrett,1731.18,6,5,9,0,247
Eric,1635.83,6,5,9,0,247
Scott,1491.12,6,6,9,0,247
Justin,1420.8,3,3,12,0,247
German,2330.74,12,11,3,0,248
PFinn,1980.1,11,11,4,0,248
Scott,2076,9,8,6,0,248
Brian,1715.09,9,8,6,0,248
David,1697.28,9,9,6,0,248
Barrett,1816.12,8,7,7,0,248
Diaz,1658.32,6,6,9,0,248
Eric,1544.94,6,5,9,0,248
Bobby,1618.01,5,5,10,0,248
Justin,1291.04,0,0,15,0,248
PFinn,1839.35,11,11,3,1,249
German,1773.94,10,10,4,1,249
Scott,1993.43,9,8,6,0,249
Bobby,1889.72,9,8,6,0,249
Diaz,1775.69,9,9,6,0,249
David,1668.2,8,7,7,0,249
Brian,1658.5,6,6,9,0,249
Barrett,1584.09,6,6,9,0,249
Justin,1533.24,3,2,12,0,249
Eric,1476.96,3,3,12,0,249
PFinn,1968.25,14,13,1,0,250
Barrett,1880.33,11,10,4,0,250
German,1849.4,10,10,5,0,250
Eric,1689.26,10,9,5,0,250
Brian,1718.53,7,6,8,0,250
Diaz,1625.55,6,5,9,0,250
David,1611.96,6,6,9,0,250
Bobby,1660.94,5,5,10,0,250
Scott,1631.44,4,4,11,0,250
Justin,1371.77,2,2,13,0,250
Scott,2387.2000000000003,13,12,2,0,251
German,2122.26,11,11,4,0,251
PFinn,2011.63,11,10,4,0,251
Barrett,1868.1699999999998,10,10,5,0,251
David,1777.99,8,7,7,0,251
Brian,1644.16,6,5,9,0,251
Diaz,1612.97,6,6,9,0,251
Eric,1673.82,5,4,10,0,251
Bobby,1707.89,4,4,11,0,251
Justin,1342.2,1,1,14,0,251
PFinn,1818.66,13,13,2,0,252
Bobby,2037.39,12,11,3,0,252
Scott,1855.48,10,9,5,0,252
German,1774.13,9,8,6,0,252
David,1619.76,7,6,8,0,252
Brian,1677.76,6,6,9,0,252
Eric,1490.06,6,6,9,0,252
Barrett,1503.8,5,5,10,0,252
Diaz,1412.02,5,5,10,0,252
Justin,1156.01,2,1,13,0,252
Scott,2198.8,13,12,2,0,253
Bobby,2023.28,11,10,4,0,253
German,1981.3,11,10,4,0,253
PFinn,1952.37,9,9,6,0,253
David,1737.58,8,8,7,0,253
Barrett,1815.17,7,6,8,0,253
Eric,1697.9,6,5,9,0,253
Brian,1695.22,5,5,10,0,253
Diaz,1531.58,3,3,12,0,253
Justin,1453.53,2,2,13,0,253
Scott,1977.6200000000001,12,11,3,0,254
PFinn,1878.8600000000001,10,10,5,0,254
Barrett,1842.37,10,9,5,0,254
German,1767.06,10,9,5,0,254
Bobby,1883.61,9,9,6,0,254
David,1662.39,7,7,8,0,254
Brian,1655.71,6,5,9,0,254
Diaz,1617.18,6,6,9,0,254
Eric,1619.02,5,4,10,0,254
Justin,1320.85,0,0,15,0,254
Bobby,2048.04,11,10,4,0,255
PFinn,2043.8899999999999,11,10,4,0,255
German,2072.7200000000003,10,10,5,0,255
Scott,2058.51,10,10,5,0,255
David,1801.94,10,9,5,0,255
Diaz,1794.7,9,8,6,0,255
Barrett,1610.1299999999999,6,6,9,0,255
Eric,1578.49,6,5,9,0,255
Brian,1545.62,2,2,13,0,255
Justin,1492.26,0,0,15,0,255
Bobby,1961.3400000000001,11,11,4,0,256
Brian,1738.47,10,9,5,0,256
German,1700.57,10,9,5,0,256
Scott,1788.52,9,8,6,0,256
Barrett,1815.73,8,7,7,0,256
PFinn,1699.09,8,8,7,0,256
David,1630.17,8,8,7,0,256
Diaz,1626.73,4,4,11,0,256
Eric,1468.21,4,4,11,0,256
Justin,1357.42,3,2,12,0,256
Bobby,1985.94,13,12,2,0,257
Barrett,1728.24,11,10,4,0,257
Scott,1904.15,10,9,5,0,257
German,1702.89,10,9,5,0,257
David,1664.98,8,8,7,0,257
PFinn,1702.97,7,7,8,0,257
Eric,1474.91,5,4,10,0,257
Diaz,1487.77,4,4,11,0,257
Justin,1416.1399999999999,4,4,11,0,257
Brian,1546.76,3,3,12,0,257
David,1837.74,12,11,3,0,258
Diaz,1687.37,10,9,5,0,258
PFinn,1753.54,9,9,6,0,258
German,1841.96,8,7,7,0,258
Bobby,1800.44,8,8,7,0,258
Barrett,1739.84,8,8,7,0,258
Scott,1440.43,8,8,7,0,258
Brian,1736.78,7,6,8,0,258
Eric,1458.44,4,4,11,0,258
Justin,1196.05,1,0,14,0,258
PFinn,1921.81,12,11,3,0,259
Barrett,1849.56,9,9,6,0,259
David,1652.33,9,8,6,0,259
Eric,1810.82,8,7,7,0,259
Scott,1728.63,8,8,7,0,259
Brian,1637.18,8,8,7,0,259
Diaz,1594.63,8,7,7,0,259
German,1663.74,7,7,8,0,259
Bobby,1722.47,5,4,10,0,259
Justin,1390.34,1,1,14,0,259
Scott,2102.04,14,13,1,0,260
German,1885.6,12,12,3,0,260
Bobby,2020.34,11,10,4,0,260
PFinn,1927.7,10,9,5,0,260
Barrett,1738.26,7,6,8,0,260
David,1688.57,6,6,9,0,260
Diaz,1599.38,6,6,9,0,260
Brian,1622.25,5,5,10,0,260
Eric,1517.82,3,2,12,0,260
Justin,1450.01,1,1,14,0,260
Bobby,2014.64,12,11,3,0,261
PFinn,1981.27,12,11,3,0,261
Barrett,1867.64,10,9,5,0,261
David,1658.25,10,10,5,0,261
Scott,1825.05,7,6,8,0,261
Diaz,1730.18,6,6,9,0,261
Brian,1573.6100000000001,5,5,10,0,261
Eric,1415.67,5,5,10,0,261
German,1424.89,4,4,11,0,261
Justin,1388.24,4,3,11,0,261
PFinn,1873.03,12,11,3,0,262
Scott,1849.31,11,10,4,0,262
David,1652.42,10,10,5,0,262
Bobby,1759.55,9,9,6,0,262
Diaz,1752.7,9,9,6,0,262
Eric,1697.81,8,7,7,0,262
German,1710.11,6,6,9,0,262
Barrett,1670.27,6,5,9,0,262
Brian,1628.94,4,3,11,0,262
Justin,1227.21,0,0,15,0,262
PFinn,1911.74,12,11,3,0,263
Bobby,2030.48,10,9,5,0,263
Barrett,1832,10,9,5,0,263
Scott,1944.44,9,8,6,0,263
Diaz,1616.96,8,8,7,0,263
German,1613.13,8,8,7,0,263
David,1729.43,7,7,8,0,263
Eric,1544.67,6,5,9,0,263
Brian,1705.07,5,5,10,0,263
Justin,1289.96,0,0,15,0,263
Scott,2303.25,13,12,2,0,264
German,2181.43,12,11,3,0,264
PFinn,1899.96,9,9,6,0,264
David,1720.31,9,9,6,0,264
Bobby,1870.97,8,7,7,0,264
Barrett,1754.07,8,7,7,0,264
Diaz,1599.49,8,8,7,0,264
Brian,1619.57,3,3,12,0,264
Eric,1586.45,3,3,12,0,264
Justin,1418.74,2,1,13,0,264
PFinn,1944.04,12,11,3,0,265
Barrett,1864.79,11,10,4,0,265
German,1738.41,11,11,4,0,265
David,1695.71,7,7,8,0,265
Brian,1665.74,7,7,8,0,265
Eric,1653.87,7,6,8,0,265
Diaz,1591.76,7,7,8,0,265
Bobby,1685.45,6,5,9,0,265
Scott,1611.2,6,5,9,0,265
Justin,1308,1,1,14,0,265
German,2093.39,14,13,1,0,266
PFinn,1928.11,11,11,4,0,266
Bobby,1862.45,9,8,6,0,266
Barrett,1788.49,9,9,6,0,266
Scott,1844.81,8,7,7,0,266
Diaz,1759.6399999999999,8,8,7,0,266
David,1733.02,7,6,8,0,266
Brian,1697.41,5,5,10,0,266
Justin,1422.43,3,2,12,0,266
Eric,1088.98,1,1,14,0,266
Bobby,1920.15,13,12,2,0,267
Scott,2037.47,12,12,3,0,267
PFinn,1954.52,9,9,6,0,267
Barrett,1788.47,9,8,6,0,267
German,1771.84,8,7,7,0,267
Diaz,1611.45,7,6,8,0,267
David,1608.19,7,7,8,0,267
Brian,1693.1,6,6,9,0,267
Eric,1332.26,3,3,12,0,267
Justin,1306.6,1,0,14,0,267
Scott,1980.66,12,11,3,0,268
German,1919.46,10,9,5,0,268
Bobby,1836.5800000000002,10,10,5,0,268
David,1784.45,10,9,5,0,268
Brian,1658.07,8,7,7,0,268
Diaz,1672.59,7,7,8,0,268
Barrett,1690.42,6,6,9,0,268
PFinn,1619.76,6,6,9,0,268
Eric,1554.74,6,5,9,0,268
Justin,1389.69,0,0,15,0,268
David,1821.3400000000001,12,11,3,0,269
PFinn,1797.87,10,9,5,0,269
Eric,1765.78,9,8,6,0,269
Scott,1735.33,9,8,6,0,269
German,1749.96,8,8,7,0,269
Bobby,1702.72,7,7,8,0,269
Diaz,1516.05,7,7,8,0,269
Barrett,1682.06,6,6,9,0,269
Brian,1582.32,4,3,11,0,269
Justin,1400.8899999999999,3,3,12,0,269
PFinn,1915.69,12,12,3,0,270
Scott,2003.57,11,10,4,0,270
David,1826.71,11,10,4,0,270
German,1873.89,9,8,6,0,270
Barrett,1869.83,8,8,7,0,270
Bobby,2039.3,7,6,8,0,270
Brian,1752.93,7,7,8,0,270
Eric,1574.79,5,5,10,0,270
Diaz,1475.47,3,3,12,0,270
Justin,1423.46,2,1,13,0,270
Eric,1802.07,11,11,4,0,271
Bobby,1931.41,10,9,5,0,271
German,1912.54,10,9,5,0,271
Barrett,1826.01,9,8,6,0,271
David,1741.8,9,9,6,0,271
PFinn,1746.87,8,8,7,0,271
Scott,1682.74,8,7,7,0,271
Diaz,1435.27,4,4,11,0,271
Brian,1631.56,3,3,12,0,271
Justin,1393.98,3,2,12,0,271
Barrett,1885.61,13,12,2,0,272
Scott,1985.64,11,10,4,0,272
Bobby,1979.97,10,9,5,0,272
German,1902.66,10,10,5,0,272
PFinn,1755.7,8,7,7,0,272
David,1640.73,8,8,7,0,272
Diaz,1652.02,6,6,9,0,272
Brian,1612.12,3,3,12,0,272
Eric,1518.07,3,3,12,0,272
Justin,1365.84,3,2,12,0,272
Scott,2211.91,14,13,1,0,273
German,1941.06,12,12,3,0,273
PFinn,1842.77,11,10,4,0,273
Barrett,1881.64,9,8,6,0,273
Bobby,1854.28,8,7,7,0,273
Eric,1524.67,5,5,10,0,273
Diaz,1469.1299999999999,5,5,10,0,273
David,1613.42,4,4,11,0,273
Justin,1442.58,4,3,11,0,273
Brian,1591.72,3,3,12,0,273
German,1908.67,11,10,4,0,274
Bobby,2045.68,10,9,5,0,274
David,1656.14,10,9,5,0,274
PFinn,1808.56,9,9,6,0,274
Barrett,1796.33,9,9,6,0,274
Scott,1899.26,8,7,7,0,274
Brian,1671.19,7,7,8,0,274
Eric,1525.39,6,5,9,0,274
Justin,1291,3,3,12,0,274
Diaz,1373.53,2,2,13,0,274
German,1796.23,12,11,3,0,275
Barrett,1833.48,11,10,4,0,275
Scott,1896.17,9,8,6,0,275
David,1718.24,9,9,6,0,275
Bobby,1897.3500000000001,8,8,7,0,275
PFinn,1821.54,8,8,7,0,275
Brian,1646.44,7,6,8,0,275
Diaz,1649.12,5,5,10,0,275
Eric,1601.49,5,4,10,0,275
Justin,1345.72,1,1,14,0,275
Bobby,2161.55,11,10,4,0,276
German,1905.8,11,11,4,0,276
PFinn,1840.43,11,10,4,0,276
Barrett,1912.05,10,9,5,0,276
Scott,1769.84,8,8,7,0,276
Brian,1765.92,6,6,9,0,276
David,1689.31,6,6,9,0,276
Diaz,1552.48,6,5,9,0,276
Eric,1474.69,3,3,12,0,276
Justin,1378.65,3,2,12,0,276
Scott,2525.92,13,12,2,0,277
German,1968.2,11,11,4,0,277
PFinn,1959.48,11,10,4,0,277
Bobby,1945.6100000000001,9,8,6,0,277
Barrett,1755.33,8,7,7,0,277
David,1706.61,7,7,8,0,277
Justin,1530.46,5,4,10,0,277
Diaz,1517.07,4,4,11,0,277
Eric,1439.03,4,4,11,0,277
Brian,1599.95,3,3,12,0,277
German,1878.17,13,12,2,0,278
Bobby,1980.81,11,10,4,0,278
PFinn,1838.15,11,11,4,0,278
Brian,1575.3799999999999,8,8,7,0,278
David,1562,6,6,9,0,278
Scott,1533.27,6,5,9,0,278
Barrett,1631.9,5,4,10,0,278
Diaz,1529.23,5,5,10,0,278
Eric,1497.78,5,5,10,0,278
Justin,1475.81,5,4,10,0,278
German,1899.99,12,11,3,0,279
PFinn,1939.22,11,11,4,0,279
Bobby,1904.3700000000001,10,10,5,0,279
Scott,1882.96,10,9,5,0,279
Brian,1672.32,9,8,6,0,279
Barrett,1750.92,8,8,7,0,279
David,1603.82,7,6,8,0,279
Diaz,1524.35,5,5,10,0,279
Eric,1464.06,2,1,13,0,279
Justin,1388.99,1,1,14,0,279
PFinn,1893.17,12,11,3,0,280
Bobby,1921.03,11,10,4,0,280
Barrett,1757.44,9,9,6,0,280
German,1747.74,9,9,6,0,280
Scott,1696.8400000000001,8,8,7,0,280
David,1656.42,8,7,7,0,280
Diaz,1586.86,8,7,7,0,280
Eric,1551.65,5,4,10,0,280
Brian,1661.27,4,4,11,0,280
Justin,1434.79,1,1,14,0,280
Scott,2158.97,11,10,4,0,281
PFinn,1963.45,11,10,4,0,281
Bobby,1927.07,11,10,4,0,281
German,2033.15,10,10,5,0,281
Barrett,1813.09,8,8,7,0,281
David,1665.88,7,6,8,0,281
Brian,1636.32,6,6,9,0,281
Diaz,1570.66,5,5,10,0,281
Eric,1601.38,4,3,11,0,281
Justin,1479.37,2,2,13,0,281
Scott,2054.23,13,12,2,0,282
Bobby,2011.07,13,12,2,0,282
PFinn,1870.43,11,10,4,0,282
Brian,1762.45,8,8,7,0,282
German,1684.57,8,8,7,0,282
Barrett,1785.97,7,7,8,0,282
David,1652.91,7,6,8,0,282
Diaz,1481.71,3,3,12,0,282
Eric,1471.04,3,2,12,0,282
Justin,1343.76,2,2,13,0,282
Scott,2054.93,12,12,3,0,283
German,1863.86,12,11,3,0,283
PFinn,1902.25,9,9,6,0,283
Barrett,1785.07,9,8,6,0,283
David,1669.6,9,9,6,0,283
Brian,1661.29,7,6,8,0,283
Bobby,1639.44,7,7,8,0,283
Diaz,1531.96,5,4,10,0,283
Eric,1431.37,3,2,12,0,283
Justin,1300.32,2,2,13,0,283
Scott,2499.49,14,13,1,0,284
Diaz,1812.44,10,10,5,0,284
David,1808.65,10,9,5,0,284
German,1802.57,10,10,5,0,284
Bobby,1904.65,9,8,6,0,284
PFinn,1791.9,8,7,7,0,284
Barrett,1643.82,6,6,9,0,284
Eric,1452.7,5,4,10,0,284
Brian,1579.21,2,2,13,0,284
Justin,1398.57,1,1,14,0,284
PFinn,2025.56,12,12,3,0,285
Bobby,1933.18,10,9,5,0,285
Scott,1929.07,10,9,5,0,285
German,1849.14,10,9,5,0,285
Barrett,1824.94,9,8,6,0,285
Brian,1644.17,6,6,9,0,285
David,1550.07,6,6,9,0,285
Eric,1515.84,6,5,9,0,285
Diaz,1404.74,5,5,10,0,285
Justin,1262.08,1,1,14,0,285
Scott,1928.72,12,12,3,0,286
German,2037.3,11,10,4,0,286
PFinn,1978.1599999999999,11,11,4,0,286
Diaz,1632.3,9,8,6,0,286
Bobby,1870.39,8,7,7,0,286
David,1675.25,8,8,7,0,286
Barrett,1741.6100000000001,6,5,9,0,286
Brian,1658.93,6,6,9,0,286
Eric,1439.51,3,3,12,0,286
Justin,1350.25,1,0,14,0,286
Bobby,2075.17,13,12,2,0,287
Scott,2293.48,10,10,5,0,287
PFinn,1875.6,10,9,5,0,287
Barrett,1807.84,9,8,6,0,287
Diaz,1692.43,9,8,6,0,287
David,1742.57,7,7,8,0,287
German,1662.17,6,6,9,0,287
Brian,1649.36,6,6,9,0,287
Eric,1546.64,5,4,10,0,287
Justin,1364.6299999999999,0,0,15,0,287
Bobby,1993.75,13,12,2,0,288
PFinn,1800.41,13,12,2,0,288
Barrett,1797.46,9,8,6,0,288
German,1789.68,9,9,6,0,288
David,1630.5,8,8,7,0,288
Brian,1621.81,7,7,8,0,288
Justin,1454.18,5,5,10,0,288
Scott,1505.22,4,4,11,0,288
Eric,1339.86,4,3,11,0,288
Diaz,1460.44,3,2,12,0,288
Scott,2098.13,12,12,3,0,289
Bobby,2007.1100000000001,11,10,4,0,289
PFinn,1949.56,10,9,5,0,289
Diaz,1776.73,8,7,7,0,289
Barrett,1758.49,8,8,7,0,289
German,1803.8700000000001,7,7,8,0,289
David,1679.56,7,6,8,0,289
Brian,1710.28,6,6,9,0,289
Justin,1533.44,4,3,11,0,289
Eric,1357.49,2,2,13,0,289
PFinn,1863.02,12,12,3,0,290
German,1785.65,10,9,5,0,290
Diaz,1851,9,9,6,0,290
David,1734.79,9,9,6,0,290
Bobby,1877.93,7,6,8,0,290
Scott,1842.65,7,6,8,0,290
Eric,1638.55,7,7,8,0,290
Barrett,1793.9,6,5,9,0,290
Brian,1661.48,5,5,10,0,290
Justin,1374.6200000000001,3,2,12,0,290
German,2063.8,13,12,2,0,291
Bobby,1920.53,12,11,3,0,291
Scott,2001.33,11,10,4,0,291
PFinn,1817.74,8,8,7,0,291
David,1688.73,8,8,7,0,291
Barrett,1690.73,7,6,8,0,291
Eric,1662.76,6,5,9,0,291
Brian,1656.8600000000001,5,5,10,0,291
Diaz,1455.14,4,4,11,0,291
Justin,1399.36,1,1,14,0,291
Scott,1977.73,13,12,2,0,292
German,2075.54,12,11,3,0,292
PFinn,1817.43,8,8,7,0,292
David,1726.33,8,8,7,0,292
Barrett,1696.22,8,7,7,0,292
Bobby,1832.96,7,6,8,0,292
Brian,1681.3700000000001,6,6,9,0,292
Justin,1538.24,6,5,9,0,292
Eric,1564.78,4,4,11,0,292
Diaz,1619.16,3,3,12,0,292
German,1985.08,12,11,3,0,293
PFinn,1887.72,12,12,3,0,293
Brian,1766.57,9,8,6,0,293
Barrett,1743.03,9,9,6,0,293
David,1750.02,8,7,7,0,293
Diaz,1638.31,8,7,7,0,293
Bobby,1541.79,6,6,9,0,293
Scott,1612.15,4,4,11,0,293
Eric,1521.79,4,4,11,0,293
Justin,1400.57,3,2,12,0,293
Bobby,2165.81,12,11,3,0,294
PFinn,2019.6,12,11,3,0,294
Scott,1949.17,10,9,5,0,294
German,1867.1200000000001,10,10,5,0,294
David,1698.68,9,9,6,0,294
Barrett,1696.06,7,6,8,0,294
Brian,1668.7,5,5,10,0,294
Diaz,1611.05,5,5,10,0,294
Eric,1576.3,5,4,10,0,294
Justin,1288.97,0,0,15,0,294
Bobby,1802.83,12,11,3,0,295
German,1892.33,11,10,4,0,295
Diaz,1665.1,10,9,5,0,295
PFinn,1846.37,9,9,6,0,295
Brian,1710.69,8,8,7,0,295
Scott,1767.39,7,7,8,0,295
Barrett,1751.29,7,7,8,0,295
David,1676.35,7,6,8,0,295
Eric,1577.94,4,3,11,0,295
Justin,1303.42,0,0,15,0,295
