Team,Points,Wins,pl_wins,Losses,Tie,sim
Scott,1497.5,5,5,9,0,509
Burg,1448,4,4,10,0,509
Wikle,1692,9,9,5,0,510
Brazil,1802,8,8,6,0,510
Rebecca,1743.5,8,8,6,0,510
Jersey,1723,8,8,6,0,510
Ford,1828.5,7,7,7,0,510
Kral,1661.5,7,7,7,0,510
Jangaard,1620,7,7,7,0,510
Bethany,1618.5,7,7,7,0,510
Scott,1497.5,5,5,9,0,510
Burg,1448,4,4,10,0,510
Wikle,1692,9,9,5,0,511
Brazil,1802,8,8,6,0,511
Rebecca,1743.5,8,8,6,0,511
Jersey,1723,8,8,6,0,511
Ford,1828.5,7,7,7,0,511
Kral,1661.5,7,7,7,0,511
Jangaard,1620,7,7,7,0,511
Bethany,1618.5,7,7,7,0,511
Scott,1497.5,5,5,9,0,511
Burg,1448,4,4,10,0,511
Wikle,1692,9,9,5,0,512
Brazil,1802,8,8,6,0,512
Rebecca,1743.5,8,8,6,0,512
Jersey,1723,8,8,6,0,512
Ford,1828.5,7,7,7,0,512
Kral,1661.5,7,7,7,0,512
Jangaard,1620,7,7,7,0,512
Bethany,1618.5,7,7,7,0,512
Scott,1497.5,5,5,9,0,512
Burg,1448,4,4,10,0,512
Wikle,1692,9,9,5,0,513
Brazil,1802,8,8,6,0,513
Rebecca,1743.5,8,8,6,0,513
Jersey,1723,8,8,6,0,513
Ford,1828.5,7,7,7,0,513
Kral,1661.5,7,7,7,0,513
Jangaard,1620,7,7,7,0,513
Bethany,1618.5,7,7,7,0,513
Scott,1497.5,5,5,9,0,513
Burg,1448,4,4,10,0,513
Wikle,1692,9,9,5,0,514
Brazil,1802,8,8,6,0,514
Rebecca,1743.5,8,8,6,0,514
Jersey,1723,8,8,6,0,514
Ford,1828.5,7,7,7,0,514
Kral,1661.5,7,7,7,0,514
Jangaard,1620,7,7,7,0,514
Bethany,1618.5,7,7,7,0,514
Scott,1497.5,5,5,9,0,514
Burg,1448,4,4,10,0,514
Wikle,1692,9,9,5,0,515
Brazil,1802,8,8,6,0,515
Rebecca,1743.5,8,8,6,0,515
Jersey,1723,8,8,6,0,515
Ford,1828.5,7,7,7,0,515
Kral,1661.5,7,7,7,0,515
Jangaard,1620,7,7,7,0,515
Bethany,1618.5,7,7,7,0,515
Scott,1497.5,5,5,9,0,515
Burg,1448,4,4,10,0,515
Wikle,1692,9,9,5,0,516
Brazil,1802,8,8,6,0,516
Rebecca,1743.5,8,8,6,0,516
Jersey,1723,8,8,6,0,516
Ford,1828.5,7,7,7,0,516
Kral,1661.5,7,7,7,0,516
Jangaard,1620,7,7,7,0,516
Bethany,1618.5,7,7,7,0,516
Scott,1497.5,5,5,9,0,516
Burg,1448,4,4,10,0,516
Wikle,1692,9,9,5,0,517
Brazil,1802,8,8,6,0,517
Rebecca,1743.5,8,8,6,0,517
Jersey,1723,8,8,6,0,517
Ford,1828.5,7,7,7,0,517
Kral,1661.5,7,7,7,0,517
Jangaard,1620,7,7,7,0,517
Bethany,1618.5,7,7,7,0,517
Scott,1497.5,5,5,9,0,517
Burg,1448,4,4,10,0,517
Wikle,1692,9,9,5,0,518
Brazil,1802,8,8,6,0,518
Rebecca,1743.5,8,8,6,0,518
Jersey,1723,8,8,6,0,518
Ford,1828.5,7,7,7,0,518
Kral,1661.5,7,7,7,0,518
Jangaard,1620,7,7,7,0,518
Bethany,1618.5,7,7,7,0,518
Scott,1497.5,5,5,9,0,518
Burg,1448,4,4,10,0,518
Wikle,1692,9,9,5,0,519
Brazil,1802,8,8,6,0,519
Rebecca,1743.5,8,8,6,0,519
Jersey,1723,8,8,6,0,519
Ford,1828.5,7,7,7,0,519
Kral,1661.5,7,7,7,0,519
Jangaard,1620,7,7,7,0,519
Bethany,1618.5,7,7,7,0,519
Scott,1497.5,5,5,9,0,519
Burg,1448,4,4,10,0,519
Wikle,1692,9,9,5,0,520
Brazil,1802,8,8,6,0,520
Rebecca,1743.5,8,8,6,0,520
Jersey,1723,8,8,6,0,520
Ford,1828.5,7,7,7,0,520
Kral,1661.5,7,7,7,0,520
Jangaard,1620,7,7,7,0,520
Bethany,1618.5,7,7,7,0,520
Scott,1497.5,5,5,9,0,520
Burg,1448,4,4,10,0,520
Wikle,1692,9,9,5,0,521
Brazil,1802,8,8,6,0,521
Rebecca,1743.5,8,8,6,0,521
Jersey,1723,8,8,6,0,521
Ford,1828.5,7,7,7,0,521
Kral,1661.5,7,7,7,0,521
Jangaard,1620,7,7,7,0,521
Bethany,1618.5,7,7,7,0,521
Scott,1497.5,5,5,9,0,521
Burg,1448,4,4,10,0,521
Wikle,1692,9,9,5,0,522
Brazil,1802,8,8,6,0,522
Rebecca,1743.5,8,8,6,0,522
Jersey,1723,8,8,6,0,522
Ford,1828.5,7,7,7,0,522
Kral,1661.5,7,7,7,0,522
Jangaard,1620,7,7,7,0,522
Bethany,1618.5,7,7,7,0,522
Scott,1497.5,5,5,9,0,522
Burg,1448,4,4,10,0,522
Wikle,1692,9,9,5,0,523
Brazil,1802,8,8,6,0,523
Rebecca,1743.5,8,8,6,0,523
Jersey,1723,8,8,6,0,523
Ford,1828.5,7,7,7,0,523
Kral,1661.5,7,7,7,0,523
Jangaard,1620,7,7,7,0,523
Bethany,1618.5,7,7,7,0,523
Scott,1497.5,5,5,9,0,523
Burg,1448,4,4,10,0,523
Wikle,1692,9,9,5,0,524
Brazil,1802,8,8,6,0,524
Rebecca,1743.5,8,8,6,0,524
Jersey,1723,8,8,6,0,524
Ford,1828.5,7,7,7,0,524
Kral,1661.5,7,7,7,0,524
Jangaard,1620,7,7,7,0,524
Bethany,1618.5,7,7,7,0,524
Scott,1497.5,5,5,9,0,524
Burg,1448,4,4,10,0,524
Wikle,1692,9,9,5,0,525
Brazil,1802,8,8,6,0,525
Rebecca,1743.5,8,8,6,0,525
Jersey,1723,8,8,6,0,525
Ford,1828.5,7,7,7,0,525
Kral,1661.5,7,7,7,0,525
Jangaard,1620,7,7,7,0,525
Bethany,1618.5,7,7,7,0,525
Scott,1497.5,5,5,9,0,525
Burg,1448,4,4,10,0,525
Wikle,1692,9,9,5,0,526
Brazil,1802,8,8,6,0,526
Rebecca,1743.5,8,8,6,0,526
Jersey,1723,8,8,6,0,526
Ford,1828.5,7,7,7,0,526
Kral,1661.5,7,7,7,0,526
Jangaard,1620,7,7,7,0,526
Bethany,1618.5,7,7,7,0,526
Scott,1497.5,5,5,9,0,526
Burg,1448,4,4,10,0,526
Wikle,1692,9,9,5,0,527
Brazil,1802,8,8,6,0,527
Rebecca,1743.5,8,8,6,0,527
Jersey,1723,8,8,6,0,527
Ford,1828.5,7,7,7,0,527
Kral,1661.5,7,7,7,0,527
Jangaard,1620,7,7,7,0,527
Bethany,1618.5,7,7,7,0,527
Scott,1497.5,5,5,9,0,527
Burg,1448,4,4,10,0,527
Wikle,1692,9,9,5,0,528
Brazil,1802,8,8,6,0,528
Rebecca,1743.5,8,8,6,0,528
Jersey,1723,8,8,6,0,528
Ford,1828.5,7,7,7,0,528
Kral,1661.5,7,7,7,0,528
Jangaard,1620,7,7,7,0,528
Bethany,1618.5,7,7,7,0,528
Scott,1497.5,5,5,9,0,528
Burg,1448,4,4,10,0,528
Wikle,1692,9,9,5,0,529
Brazil,1802,8,8,6,0,529
Rebecca,1743.5,8,8,6,0,529
Jersey,1723,8,8,6,0,529
Ford,1828.5,7,7,7,0,529
Kral,1661.5,7,7,7,0,529
Jangaard,1620,7,7,7,0,529
Bethany,1618.5,7,7,7,0,529
Scott,1497.5,5,5,9,0,529
Burg,1448,4,4,10,0,529
Wikle,1692,9,9,5,0,530
Brazil,1802,8,8,6,0,530
Rebecca,1743.5,8,8,6,0,530
Jersey,1723,8,8,6,0,530
Ford,1828.5,7,7,7,0,530
Kral,1661.5,7,7,7,0,530
Jangaard,1620,7,7,7,0,530
Bethany,1618.5,7,7,7,0,530
Scott,1497.5,5,5,9,0,530
Burg,1448,4,4,10,0,530
Wikle,1692,9,9,5,0,531
Brazil,1802,8,8,6,0,531
Rebecca,1743.5,8,8,6,0,531
Jersey,1723,8,8,6,0,531
Ford,1828.5,7,7,7,0,531
Kral,1661.5,7,7,7,0,531
Jangaard,1620,7,7,7,0,531
Bethany,1618.5,7,7,7,0,531
Scott,1497.5,5,5,9,0,531
Burg,1448,4,4,10,0,531
Wikle,1692,9,9,5,0,532
Brazil,1802,8,8,6,0,532
Rebecca,1743.5,8,8,6,0,532
Jersey,1723,8,8,6,0,532
Ford,1828.5,7,7,7,0,532
Kral,1661.5,7,7,7,0,532
Jangaard,1620,7,7,7,0,532
Bethany,1618.5,7,7,7,0,532
Scott,1497.5,5,5,9,0,532
Burg,1448,4,4,10,0,532
Wikle,1692,9,9,5,0,533
Brazil,1802,8,8,6,0,533
Rebecca,1743.5,8,8,6,0,533
Jersey,1723,8,8,6,0,533
Ford,1828.5,7,7,7,0,533
Kral,1661.5,7,7,7,0,533
Jangaard,1620,7,7,7,0,533
Bethany,1618.5,7,7,7,0,533
Scott,1497.5,5,5,9,0,533
Burg,1448,4,4,10,0,533
Wikle,1692,9,9,5,0,534
Brazil,1802,8,8,6,0,534
Rebecca,1743.5,8,8,6,0,534
Jersey,1723,8,8,6,0,534
Ford,1828.5,7,7,7,0,534
Kral,1661.5,7,7,7,0,534
Jangaard,1620,7,7,7,0,534
Bethany,1618.5,7,7,7,0,534
Scott,1497.5,5,5,9,0,534
Burg,1448,4,4,10,0,534
Wikle,1692,9,9,5,0,535
Brazil,1802,8,8,6,0,535
Rebecca,1743.5,8,8,6,0,535
Jersey,1723,8,8,6,0,535
Ford,1828.5,7,7,7,0,535
Kral,1661.5,7,7,7,0,535
Jangaard,1620,7,7,7,0,535
Bethany,1618.5,7,7,7,0,535
Scott,1497.5,5,5,9,0,535
Burg,1448,4,4,10,0,535
Wikle,1692,9,9,5,0,536
Brazil,1802,8,8,6,0,536
Rebecca,1743.5,8,8,6,0,536
Jersey,1723,8,8,6,0,536
Ford,1828.5,7,7,7,0,536
Kral,1661.5,7,7,7,0,536
Jangaard,1620,7,7,7,0,536
Bethany,1618.5,7,7,7,0,536
Scott,1497.5,5,5,9,0,536
Burg,1448,4,4,10,0,536
Wikle,1692,9,9,5,0,537
Brazil,1802,8,8,6,0,537
Rebecca,1743.5,8,8,6,0,537
Jersey,1723,8,8,6,0,537
Ford,1828.5,7,7,7,0,537
Kral,1661.5,7,7,7,0,537
Jangaard,1620,7,7,7,0,537
Bethany,1618.5,7,7,7,0,537
Scott,1497.5,5,5,9,0,537
Burg,1448,4,4,10,0,537
Wikle,1692,9,9,5,0,538
Brazil,1802,8,8,6,0,538
Rebecca,1743.5,8,8,6,0,538
Jersey,1723,8,8,6,0,538
Ford,1828.5,7,7,7,0,538
Kral,1661.5,7,7,7,0,538
Jangaard,1620,7,7,7,0,538
Bethany,1618.5,7,7,7,0,538
Scott,1497.5,5,5,9,0,538
Burg,1448,4,4,10,0,538
Wikle,1692,9,9,5,0,539
Brazil,1802,8,8,6,0,539
Rebecca,1743.5,8,8,6,0,539
Jersey,1723,8,8,6,0,539
Ford,1828.5,7,7,7,0,539
Kral,1661.5,7,7,7,0,539
Jangaard,1620,7,7,7,0,539
Bethany,1618.5,7,7,7,0,539
Scott,1497.5,5,5,9,0,539
Burg,1448,4,4,10,0,539
Wikle,1692,9,9,5,0,540
Brazil,1802,8,8,6,0,540
Rebecca,1743.5,8,8,6,0,540
Jersey,1723,8,8,6,0,540
Ford,1828.5,7,7,7,0,540
Kral,1661.5,7,7,7,0,540
Jangaard,1620,7,7,7,0,540
Bethany,1618.5,7,7,7,0,540
Scott,1497.5,5,5,9,0,540
Burg,1448,4,4,10,0,540
Wikle,1692,9,9,5,0,541
Brazil,1802,8,8,6,0,541
Rebecca,1743.5,8,8,6,0,541
Jersey,1723,8,8,6,0,541
Ford,1828.5,7,7,7,0,541
Kral,1661.5,7,7,7,0,541
Jangaard,1620,7,7,7,0,541
Bethany,1618.5,7,7,7,0,541
Scott,1497.5,5,5,9,0,541
Burg,1448,4,4,10,0,541
Wikle,1692,9,9,5,0,542
Brazil,1802,8,8,6,0,542
Rebecca,1743.5,8,8,6,0,542
Jersey,1723,8,8,6,0,542
Ford,1828.5,7,7,7,0,542
Kral,1661.5,7,7,7,0,542
Jangaard,1620,7,7,7,0,542
Bethany,1618.5,7,7,7,0,542
Scott,1497.5,5,5,9,0,542
Burg,1448,4,4,10,0,542
Wikle,1692,9,9,5,0,543
Brazil,1802,8,8,6,0,543
Rebecca,1743.5,8,8,6,0,543
Jersey,1723,8,8,6,0,543
Ford,1828.5,7,7,7,0,543
Kral,1661.5,7,7,7,0,543
Jangaard,1620,7,7,7,0,543
Bethany,1618.5,7,7,7,0,543
Scott,1497.5,5,5,9,0,543
Burg,1448,4,4,10,0,543
Wikle,1692,9,9,5,0,544
Brazil,1802,8,8,6,0,544
Rebecca,1743.5,8,8,6,0,544
Jersey,1723,8,8,6,0,544
Ford,1828.5,7,7,7,0,544
Kral,1661.5,7,7,7,0,544
Jangaard,1620,7,7,7,0,544
Bethany,1618.5,7,7,7,0,544
Scott,1497.5,5,5,9,0,544
Burg,1448,4,4,10,0,544
Wikle,1692,9,9,5,0,545
Brazil,1802,8,8,6,0,545
Rebecca,1743.5,8,8,6,0,545
Jersey,1723,8,8,6,0,545
Ford,1828.5,7,7,7,0,545
Kral,1661.5,7,7,7,0,545
Jangaard,1620,7,7,7,0,545
Bethany,1618.5,7,7,7,0,545
Scott,1497.5,5,5,9,0,545
Burg,1448,4,4,10,0,545
Wikle,1692,9,9,5,0,546
Brazil,1802,8,8,6,0,546
Rebecca,1743.5,8,8,6,0,546
Jersey,1723,8,8,6,0,546
Ford,1828.5,7,7,7,0,546
Kral,1661.5,7,7,7,0,546
Jangaard,1620,7,7,7,0,546
Bethany,1618.5,7,7,7,0,546
Scott,1497.5,5,5,9,0,546
Burg,1448,4,4,10,0,546
Wikle,1692,9,9,5,0,547
Brazil,1802,8,8,6,0,547
Rebecca,1743.5,8,8,6,0,547
Jersey,1723,8,8,6,0,547
Ford,1828.5,7,7,7,0,547
Kral,1661.5,7,7,7,0,547
Jangaard,1620,7,7,7,0,547
Bethany,1618.5,7,7,7,0,547
Scott,1497.5,5,5,9,0,547
Burg,1448,4,4,10,0,547
Wikle,1692,9,9,5,0,548
Brazil,1802,8,8,6,0,548
Rebecca,1743.5,8,8,6,0,548
Jersey,1723,8,8,6,0,548
Ford,1828.5,7,7,7,0,548
Kral,1661.5,7,7,7,0,548
Jangaard,1620,7,7,7,0,548
Bethany,1618.5,7,7,7,0,548
Scott,1497.5,5,5,9,0,548
Burg,1448,4,4,10,0,548
Wikle,1692,9,9,5,0,549
Brazil,1802,8,8,6,0,549
Rebecca,1743.5,8,8,6,0,549
Jersey,1723,8,8,6,0,549
Ford,1828.5,7,7,7,0,549
Kral,1661.5,7,7,7,0,549
Jangaard,1620,7,7,7,0,549
Bethany,1618.5,7,7,7,0,549
Scott,1497.5,5,5,9,0,549
Burg,1448,4,4,10,0,549
Wikle,1692,9,9,5,0,550
Brazil,1802,8,8,6,0,550
Rebecca,1743.5,8,8,6,0,550
Jersey,1723,8,8,6,0,550
Ford,1828.5,7,7,7,0,550
Kral,1661.5,7,7,7,0,550
Jangaard,1620,7,7,7,0,550
Bethany,1618.5,7,7,7,0,550
Scott,1497.5,5,5,9,0,550
Burg,1448,4,4,10,0,550
Wikle,1692,9,9,5,0,551
Brazil,1802,8,8,6,0,551
Rebecca,1743.5,8,8,6,0,551
Jersey,1723,8,8,6,0,551
Ford,1828.5,7,7,7,0,551
Kral,1661.5,7,7,7,0,551
Jangaard,1620,7,7,7,0,551
Bethany,1618.5,7,7,7,0,551
Scott,1497.5,5,5,9,0,551
Burg,1448,4,4,10,0,551
Wikle,1692,9,9,5,0,552
Brazil,1802,8,8,6,0,552
Rebecca,1743.5,8,8,6,0,552
Jersey,1723,8,8,6,0,552
Ford,1828.5,7,7,7,0,552
Kral,1661.5,7,7,7,0,552
Jangaard,1620,7,7,7,0,552
Bethany,1618.5,7,7,7,0,552
Scott,1497.5,5,5,9,0,552
Burg,1448,4,4,10,0,552
Wikle,1692,9,9,5,0,553
Brazil,1802,8,8,6,0,553
Rebecca,1743.5,8,8,6,0,553
Jersey,1723,8,8,6,0,553
Ford,1828.5,7,7,7,0,553
Kral,1661.5,7,7,7,0,553
Jangaard,1620,7,7,7,0,553
Bethany,1618.5,7,7,7,0,553
Scott,1497.5,5,5,9,0,553
Burg,1448,4,4,10,0,553
Wikle,1692,9,9,5,0,554
Brazil,1802,8,8,6,0,554
Rebecca,1743.5,8,8,6,0,554
Jersey,1723,8,8,6,0,554
Ford,1828.5,7,7,7,0,554
Kral,1661.5,7,7,7,0,554
Jangaard,1620,7,7,7,0,554
Bethany,1618.5,7,7,7,0,554
Scott,1497.5,5,5,9,0,554
Burg,1448,4,4,10,0,554
Wikle,1692,9,9,5,0,555
Brazil,1802,8,8,6,0,555
Rebecca,1743.5,8,8,6,0,555
Jersey,1723,8,8,6,0,555
Ford,1828.5,7,7,7,0,555
Kral,1661.5,7,7,7,0,555
Jangaard,1620,7,7,7,0,555
Bethany,1618.5,7,7,7,0,555
Scott,1497.5,5,5,9,0,555
Burg,1448,4,4,10,0,555
Wikle,1692,9,9,5,0,556
Brazil,1802,8,8,6,0,556
Rebecca,1743.5,8,8,6,0,556
Jersey,1723,8,8,6,0,556
Ford,1828.5,7,7,7,0,556
Kral,1661.5,7,7,7,0,556
Jangaard,1620,7,7,7,0,556
Bethany,1618.5,7,7,7,0,556
Scott,1497.5,5,5,9,0,556
Burg,1448,4,4,10,0,556
Wikle,1692,9,9,5,0,557
Brazil,1802,8,8,6,0,557
Rebecca,1743.5,8,8,6,0,557
Jersey,1723,8,8,6,0,557
Ford,1828.5,7,7,7,0,557
Kral,1661.5,7,7,7,0,557
Jangaard,1620,7,7,7,0,557
Bethany,1618.5,7,7,7,0,557
Scott,1497.5,5,5,9,0,557
Burg,1448,4,4,10,0,557
Wikle,1692,9,9,5,0,558
Brazil,1802,8,8,6,0,558
Rebecca,1743.5,8,8,6,0,558
Jersey,1723,8,8,6,0,558
Ford,1828.5,7,7,7,0,558
Kral,1661.5,7,7,7,0,558
Jangaard,1620,7,7,7,0,558
Bethany,1618.5,7,7,7,0,558
Scott,1497.5,5,5,9,0,558
Burg,1448,4,4,10,0,558
Wikle,1692,9,9,5,0,559
Brazil,1802,8,8,6,0,559
Rebecca,1743.5,8,8,6,0,559
Jersey,1723,8,8,6,0,559
Ford,1828.5,7,7,7,0,559
Kral,1661.5,7,7,7,0,559
Jangaard,1620,7,7,7,0,559
Bethany,1618.5,7,7,7,0,559
Scott,1497.5,5,5,9,0,559
Burg,1448,4,4,10,0,559
Wikle,1692,9,9,5,0,560
Brazil,1802,8,8,6,0,560
Rebecca,1743.5,8,8,6,0,560
Jersey,1723,8,8,6,0,560
Ford,1828.5,7,7,7,0,560
Kral,1661.5,7,7,7,0,560
Jangaard,1620,7,7,7,0,560
Bethany,1618.5,7,7,7,0,560
Scott,1497.5,5,5,9,0,560
Burg,1448,4,4,10,0,560
Wikle,1692,9,9,5,0,561
Brazil,1802,8,8,6,0,561
Rebecca,1743.5,8,8,6,0,561
Jersey,1723,8,8,6,0,561
Ford,1828.5,7,7,7,0,561
Kral,1661.5,7,7,7,0,561
Jangaard,1620,7,7,7,0,561
Bethany,1618.5,7,7,7,0,561
Scott,1497.5,5,5,9,0,561
Burg,1448,4,4,10,0,561
Wikle,1692,9,9,5,0,562
Brazil,1802,8,8,6,0,562
Rebecca,1743.5,8,8,6,0,562
Jersey,1723,8,8,6,0,562
Ford,1828.5,7,7,7,0,562
Kral,1661.5,7,7,7,0,562
Jangaard,1620,7,7,7,0,562
Bethany,1618.5,7,7,7,0,562
Scott,1497.5,5,5,9,0,562
Burg,1448,4,4,10,0,562
Wikle,1692,9,9,5,0,563
Brazil,1802,8,8,6,0,563
Rebecca,1743.5,8,8,6,0,563
Jersey,1723,8,8,6,0,563
Ford,1828.5,7,7,7,0,563
Kral,1661.5,7,7,7,0,563
Jangaard,1620,7,7,7,0,563
Bethany,1618.5,7,7,7,0,563
Scott,1497.5,5,5,9,0,563
Burg,1448,4,4,10,0,563
Wikle,1692,9,9,5,0,564
Brazil,1802,8,8,6,0,564
Rebecca,1743.5,8,8,6,0,564
Jersey,1723,8,8,6,0,564
Ford,1828.5,7,7,7,0,564
Kral,1661.5,7,7,7,0,564
Jangaard,1620,7,7,7,0,564
Bethany,1618.5,7,7,7,0,564
Scott,1497.5,5,5,9,0,564
Burg,1448,4,4,10,0,564
Wikle,1692,9,9,5,0,565
Brazil,1802,8,8,6,0,565
Rebecca,1743.5,8,8,6,0,565
Jersey,1723,8,8,6,0,565
Ford,1828.5,7,7,7,0,565
Kral,1661.5,7,7,7,0,565
Jangaard,1620,7,7,7,0,565
Bethany,1618.5,7,7,7,0,565
Scott,1497.5,5,5,9,0,565
Burg,1448,4,4,10,0,565
Wikle,1692,9,9,5,0,566
Brazil,1802,8,8,6,0,566
Rebecca,1743.5,8,8,6,0,566
Jersey,1723,8,8,6,0,566
Ford,1828.5,7,7,7,0,566
Kral,1661.5,7,7,7,0,566
Jangaard,1620,7,7,7,0,566
Bethany,1618.5,7,7,7,0,566
Scott,1497.5,5,5,9,0,566
Burg,1448,4,4,10,0,566
Wikle,1692,9,9,5,0,567
Brazil,1802,8,8,6,0,567
Rebecca,1743.5,8,8,6,0,567
Jersey,1723,8,8,6,0,567
Ford,1828.5,7,7,7,0,567
Kral,1661.5,7,7,7,0,567
Jangaard,1620,7,7,7,0,567
Bethany,1618.5,7,7,7,0,567
Scott,1497.5,5,5,9,0,567
Burg,1448,4,4,10,0,567
Wikle,1692,9,9,5,0,568
Brazil,1802,8,8,6,0,568
Rebecca,1743.5,8,8,6,0,568
Jersey,1723,8,8,6,0,568
Ford,1828.5,7,7,7,0,568
Kral,1661.5,7,7,7,0,568
Jangaard,1620,7,7,7,0,568
Bethany,1618.5,7,7,7,0,568
Scott,1497.5,5,5,9,0,568
Burg,1448,4,4,10,0,568
Wikle,1692,9,9,5,0,569
Brazil,1802,8,8,6,0,569
Rebecca,1743.5,8,8,6,0,569
Jersey,1723,8,8,6,0,569
Ford,1828.5,7,7,7,0,569
Kral,1661.5,7,7,7,0,569
Jangaard,1620,7,7,7,0,569
Bethany,1618.5,7,7,7,0,569
Scott,1497.5,5,5,9,0,569
Burg,1448,4,4,10,0,569
Wikle,1692,9,9,5,0,570
Brazil,1802,8,8,6,0,570
Rebecca,1743.5,8,8,6,0,570
Jersey,1723,8,8,6,0,570
Ford,1828.5,7,7,7,0,570
Kral,1661.5,7,7,7,0,570
Jangaard,1620,7,7,7,0,570
Bethany,1618.5,7,7,7,0,570
Scott,1497.5,5,5,9,0,570
Burg,1448,4,4,10,0,570
Wikle,1692,9,9,5,0,571
Brazil,1802,8,8,6,0,571
Rebecca,1743.5,8,8,6,0,571
Jersey,1723,8,8,6,0,571
Ford,1828.5,7,7,7,0,571
Kral,1661.5,7,7,7,0,571
Jangaard,1620,7,7,7,0,571
Bethany,1618.5,7,7,7,0,571
Scott,1497.5,5,5,9,0,571
Burg,1448,4,4,10,0,571
Wikle,1692,9,9,5,0,572
Brazil,1802,8,8,6,0,572
Rebecca,1743.5,8,8,6,0,572
Jersey,1723,8,8,6,0,572
Ford,1828.5,7,7,7,0,572
Kral,1661.5,7,7,7,0,572
Jangaard,1620,7,7,7,0,572
Bethany,1618.5,7,7,7,0,572
Scott,1497.5,5,5,9,0,572
Burg,1448,4,4,10,0,572
Wikle,1692,9,9,5,0,573
Brazil,1802,8,8,6,0,573
Rebecca,1743.5,8,8,6,0,573
Jersey,1723,8,8,6,0,573
Ford,1828.5,7,7,7,0,573
Kral,1661.5,7,7,7,0,573
Jangaard,1620,7,7,7,0,573
Bethany,1618.5,7,7,7,0,573
Scott,1497.5,5,5,9,0,573
Burg,1448,4,4,10,0,573
Wikle,1692,9,9,5,0,574
Brazil,1802,8,8,6,0,574
Rebecca,1743.5,8,8,6,0,574
Jersey,1723,8,8,6,0,574
Ford,1828.5,7,7,7,0,574
Kral,1661.5,7,7,7,0,574
Jangaard,1620,7,7,7,0,574
Bethany,1618.5,7,7,7,0,574
Scott,1497.5,5,5,9,0,574
Burg,1448,4,4,10,0,574
Wikle,1692,9,9,5,0,575
Brazil,1802,8,8,6,0,575
Rebecca,1743.5,8,8,6,0,575
Jersey,1723,8,8,6,0,575
Ford,1828.5,7,7,7,0,575
Kral,1661.5,7,7,7,0,575
Jangaard,1620,7,7,7,0,575
Bethany,1618.5,7,7,7,0,575
Scott,1497.5,5,5,9,0,575
Burg,1448,4,4,10,0,575
Wikle,1692,9,9,5,0,576
Brazil,1802,8,8,6,0,576
Rebecca,1743.5,8,8,6,0,576
Jersey,1723,8,8,6,0,576
Ford,1828.5,7,7,7,0,576
Kral,1661.5,7,7,7,0,576
Jangaard,1620,7,7,7,0,576
Bethany,1618.5,7,7,7,0,576
Scott,1497.5,5,5,9,0,576
Burg,1448,4,4,10,0,576
Wikle,1692,9,9,5,0,577
Brazil,1802,8,8,6,0,577
Rebecca,1743.5,8,8,6,0,577
Jersey,1723,8,8,6,0,577
Ford,1828.5,7,7,7,0,577
Kral,1661.5,7,7,7,0,577
Jangaard,1620,7,7,7,0,577
Bethany,1618.5,7,7,7,0,577
Scott,1497.5,5,5,9,0,577
Burg,1448,4,4,10,0,577
Wikle,1692,9,9,5,0,578
Brazil,1802,8,8,6,0,578
Rebecca,1743.5,8,8,6,0,578
Jersey,1723,8,8,6,0,578
Ford,1828.5,7,7,7,0,578
Kral,1661.5,7,7,7,0,578
Jangaard,1620,7,7,7,0,578
Bethany,1618.5,7,7,7,0,578
Scott,1497.5,5,5,9,0,578
Burg,1448,4,4,10,0,578
Wikle,1692,9,9,5,0,579
Brazil,1802,8,8,6,0,579
Rebecca,1743.5,8,8,6,0,579
Jersey,1723,8,8,6,0,579
Ford,1828.5,7,7,7,0,579
Kral,1661.5,7,7,7,0,579
Jangaard,1620,7,7,7,0,579
Bethany,1618.5,7,7,7,0,579
Scott,1497.5,5,5,9,0,579
Burg,1448,4,4,10,0,579
Wikle,1692,9,9,5,0,580
Brazil,1802,8,8,6,0,580
Rebecca,1743.5,8,8,6,0,580
Jersey,1723,8,8,6,0,580
Ford,1828.5,7,7,7,0,580
Kral,1661.5,7,7,7,0,580
Jangaard,1620,7,7,7,0,580
Bethany,1618.5,7,7,7,0,580
Scott,1497.5,5,5,9,0,580
Burg,1448,4,4,10,0,580
Wikle,1692,9,9,5,0,581
Brazil,1802,8,8,6,0,581
Rebecca,1743.5,8,8,6,0,581
Jersey,1723,8,8,6,0,581
Ford,1828.5,7,7,7,0,581
Kral,1661.5,7,7,7,0,581
Jangaard,1620,7,7,7,0,581
Bethany,1618.5,7,7,7,0,581
Scott,1497.5,5,5,9,0,581
Burg,1448,4,4,10,0,581
Wikle,1692,9,9,5,0,582
Brazil,1802,8,8,6,0,582
Rebecca,1743.5,8,8,6,0,582
Jersey,1723,8,8,6,0,582
Ford,1828.5,7,7,7,0,582
Kral,1661.5,7,7,7,0,582
Jangaard,1620,7,7,7,0,582
Bethany,1618.5,7,7,7,0,582
Scott,1497.5,5,5,9,0,582
Burg,1448,4,4,10,0,582
Wikle,1692,9,9,5,0,583
Brazil,1802,8,8,6,0,583
Rebecca,1743.5,8,8,6,0,583
Jersey,1723,8,8,6,0,583
Ford,1828.5,7,7,7,0,583
Kral,1661.5,7,7,7,0,583
Jangaard,1620,7,7,7,0,583
Bethany,1618.5,7,7,7,0,583
Scott,1497.5,5,5,9,0,583
Burg,1448,4,4,10,0,583
Wikle,1692,9,9,5,0,584
