Team,Points,Wins,pl_wins,Losses,Tie,sim
Jangaard,1620,7,7,7,0,192
Bethany,1618.5,7,7,7,0,192
Scott,1497.5,5,5,9,0,192
Burg,1448,4,4,10,0,192
Wikle,1692,9,9,5,0,193
Brazil,1802,8,8,6,0,193
Rebecca,1743.5,8,8,6,0,193
Jersey,1723,8,8,6,0,193
Ford,1828.5,7,7,7,0,193
Kral,1661.5,7,7,7,0,193
Jangaard,1620,7,7,7,0,193
Bethany,1618.5,7,7,7,0,193
Scott,1497.5,5,5,9,0,193
Burg,1448,4,4,10,0,193
Wikle,1692,9,9,5,0,194
Brazil,1802,8,8,6,0,194
Rebecca,1743.5,8,8,6,0,194
Jersey,1723,8,8,6,0,194
Ford,1828.5,7,7,7,0,194
Kral,1661.5,7,7,7,0,194
Jangaard,1620,7,7,7,0,194
Bethany,1618.5,7,7,7,0,194
Scott,1497.5,5,5,9,0,194
Burg,1448,4,4,10,0,194
Wikle,1692,9,9,5,0,195
Brazil,1802,8,8,6,0,195
Rebecca,1743.5,8,8,6,0,195
Jersey,1723,8,8,6,0,195
Ford,1828.5,7,7,7,0,195
Kral,1661.5,7,7,7,0,195
Jangaard,1620,7,7,7,0,195
Bethany,1618.5,7,7,7,0,195
Scott,1497.5,5,5,9,0,195
Burg,1448,4,4,10,0,195
Wikle,1692,9,9,5,0,196
Brazil,1802,8,8,6,0,196
Rebecca,1743.5,8,8,6,0,196
Jersey,1723,8,8,6,0,196
Ford,1828.5,7,7,7,0,196
Kral,1661.5,7,7,7,0,196
Jangaard,1620,7,7,7,0,196
Bethany,1618.5,7,7,7,0,196
Scott,1497.5,5,5,9,0,196
Burg,1448,4,4,10,0,196
Wikle,1692,9,9,5,0,197
Brazil,1802,8,8,6,0,197
Rebecca,1743.5,8,8,6,0,197
Jersey,1723,8,8,6,0,197
Ford,1828.5,7,7,7,0,197
Kral,1661.5,7,7,7,0,197
Jangaard,1620,7,7,7,0,197
Bethany,1618.5,7,7,7,0,197
Scott,1497.5,5,5,9,0,197
Burg,1448,4,4,10,0,197
Wikle,1692,9,9,5,0,198
Brazil,1802,8,8,6,0,198
Rebecca,1743.5,8,8,6,0,198
Jersey,1723,8,8,6,0,198
Ford,1828.5,7,7,7,0,198
Kral,1661.5,7,7,7,0,198
Jangaard,1620,7,7,7,0,198
Bethany,1618.5,7,7,7,0,198
Scott,1497.5,5,5,9,0,198
Burg,1448,4,4,10,0,198
Wikle,1692,9,9,5,0,199
Brazil,1802,8,8,6,0,199
Rebecca,1743.5,8,8,6,0,199
Jersey,1723,8,8,6,0,199
Ford,1828.5,7,7,7,0,199
Kral,1661.5,7,7,7,0,199
Jangaard,1620,7,7,7,0,199
Bethany,1618.5,7,7,7,0,199
Scott,1497.5,5,5,9,0,199
Burg,1448,4,4,10,0,199
Wikle,1692,9,9,5,0,200
Brazil,1802,8,8,6,0,200
Rebecca,1743.5,8,8,6,0,200
Jersey,1723,8,8,6,0,200
Ford,1828.5,7,7,7,0,200
Kral,1661.5,7,7,7,0,200
Jangaard,1620,7,7,7,0,200
Bethany,1618.5,7,7,7,0,200
Scott,1497.5,5,5,9,0,200
Burg,1448,4,4,10,0,200
Wikle,1692,9,9,5,0,201
Brazil,1802,8,8,6,0,201
Rebecca,1743.5,8,8,6,0,201
Jersey,1723,8,8,6,0,201
Ford,1828.5,7,7,7,0,201
Kral,1661.5,7,7,7,0,201
Jangaard,1620,7,7,7,0,201
Bethany,1618.5,7,7,7,0,201
Scott,1497.5,5,5,9,0,201
Burg,1448,4,4,10,0,201
Wikle,1692,9,9,5,0,202
Brazil,1802,8,8,6,0,202
Rebecca,1743.5,8,8,6,0,202
Jersey,1723,8,8,6,0,202
Ford,1828.5,7,7,7,0,202
Kral,1661.5,7,7,7,0,202
Jangaard,1620,7,7,7,0,202
Bethany,1618.5,7,7,7,0,202
Scott,1497.5,5,5,9,0,202
Burg,1448,4,4,10,0,202
Wikle,1692,9,9,5,0,203
Brazil,1802,8,8,6,0,203
Rebecca,1743.5,8,8,6,0,203
Jersey,1723,8,8,6,0,203
Ford,1828.5,7,7,7,0,203
Kral,1661.5,7,7,7,0,203
Jangaard,1620,7,7,7,0,203
Bethany,1618.5,7,7,7,0,203
Scott,1497.5,5,5,9,0,203
Burg,1448,4,4,10,0,203
Wikle,1692,9,9,5,0,204
Brazil,1802,8,8,6,0,204
Rebecca,1743.5,8,8,6,0,204
Jersey,1723,8,8,6,0,204
Ford,1828.5,7,7,7,0,204
Kral,1661.5,7,7,7,0,204
Jangaard,1620,7,7,7,0,204
Bethany,1618.5,7,7,7,0,204
Scott,1497.5,5,5,9,0,204
Burg,1448,4,4,10,0,204
Wikle,1692,9,9,5,0,205
Brazil,1802,8,8,6,0,205
Rebecca,1743.5,8,8,6,0,205
Jersey,1723,8,8,6,0,205
Ford,1828.5,7,7,7,0,205
Kral,1661.5,7,7,7,0,205
Jangaard,1620,7,7,7,0,205
Bethany,1618.5,7,7,7,0,205
Scott,1497.5,5,5,9,0,205
Burg,1448,4,4,10,0,205
Wikle,1692,9,9,5,0,206
Brazil,1802,8,8,6,0,206
Rebecca,1743.5,8,8,6,0,206
Jersey,1723,8,8,6,0,206
Ford,1828.5,7,7,7,0,206
Kral,1661.5,7,7,7,0,206
Jangaard,1620,7,7,7,0,206
Bethany,1618.5,7,7,7,0,206
Scott,1497.5,5,5,9,0,206
Burg,1448,4,4,10,0,206
Wikle,1692,9,9,5,0,207
Brazil,1802,8,8,6,0,207
Rebecca,1743.5,8,8,6,0,207
Jersey,1723,8,8,6,0,207
Ford,1828.5,7,7,7,0,207
Kral,1661.5,7,7,7,0,207
Jangaard,1620,7,7,7,0,207
Bethany,1618.5,7,7,7,0,207
Scott,1497.5,5,5,9,0,207
Burg,1448,4,4,10,0,207
Wikle,1692,9,9,5,0,208
Brazil,1802,8,8,6,0,208
Rebecca,1743.5,8,8,6,0,208
Jersey,1723,8,8,6,0,208
Ford,1828.5,7,7,7,0,208
Kral,1661.5,7,7,7,0,208
Jangaard,1620,7,7,7,0,208
Bethany,1618.5,7,7,7,0,208
Scott,1497.5,5,5,9,0,208
Burg,1448,4,4,10,0,208
Wikle,1692,9,9,5,0,209
Brazil,1802,8,8,6,0,209
Rebecca,1743.5,8,8,6,0,209
Jersey,1723,8,8,6,0,209
Ford,1828.5,7,7,7,0,209
Kral,1661.5,7,7,7,0,209
Jangaard,1620,7,7,7,0,209
Bethany,1618.5,7,7,7,0,209
Scott,1497.5,5,5,9,0,209
Burg,1448,4,4,10,0,209
Wikle,1692,9,9,5,0,210
Brazil,1802,8,8,6,0,210
Rebecca,1743.5,8,8,6,0,210
Jersey,1723,8,8,6,0,210
Ford,1828.5,7,7,7,0,210
Kral,1661.5,7,7,7,0,210
Jangaard,1620,7,7,7,0,210
Bethany,1618.5,7,7,7,0,210
Scott,1497.5,5,5,9,0,210
Burg,1448,4,4,10,0,210
Wikle,1692,9,9,5,0,211
Brazil,1802,8,8,6,0,211
Rebecca,1743.5,8,8,6,0,211
Jersey,1723,8,8,6,0,211
Ford,1828.5,7,7,7,0,211
Kral,1661.5,7,7,7,0,211
Jangaard,1620,7,7,7,0,211
Bethany,1618.5,7,7,7,0,211
Scott,1497.5,5,5,9,0,211
Burg,1448,4,4,10,0,211
Wikle,1692,9,9,5,0,212
Brazil,1802,8,8,6,0,212
Rebecca,1743.5,8,8,6,0,212
Jersey,1723,8,8,6,0,212
Ford,1828.5,7,7,7,0,212
Kral,1661.5,7,7,7,0,212
Jangaard,1620,7,7,7,0,212
Bethany,1618.5,7,7,7,0,212
Scott,1497.5,5,5,9,0,212
Burg,1448,4,4,10,0,212
Wikle,1692,9,9,5,0,213
Brazil,1802,8,8,6,0,213
Rebecca,1743.5,8,8,6,0,213
Jersey,1723,8,8,6,0,213
Ford,1828.5,7,7,7,0,213
Kral,1661.5,7,7,7,0,213
Jangaard,1620,7,7,7,0,213
Bethany,1618.5,7,7,7,0,213
Scott,1497.5,5,5,9,0,213
Burg,1448,4,4,10,0,213
Wikle,1692,9,9,5,0,214
Brazil,1802,8,8,6,0,214
Rebecca,1743.5,8,8,6,0,214
Jersey,1723,8,8,6,0,214
Ford,1828.5,7,7,7,0,214
Kral,1661.5,7,7,7,0,214
Jangaard,1620,7,7,7,0,214
Bethany,1618.5,7,7,7,0,214
Scott,1497.5,5,5,9,0,214
Burg,1448,4,4,10,0,214
Wikle,1692,9,9,5,0,215
Brazil,1802,8,8,6,0,215
Rebecca,1743.5,8,8,6,0,215
Jersey,1723,8,8,6,0,215
Ford,1828.5,7,7,7,0,215
Kral,1661.5,7,7,7,0,215
Jangaard,1620,7,7,7,0,215
Bethany,1618.5,7,7,7,0,215
Scott,1497.5,5,5,9,0,215
Burg,1448,4,4,10,0,215
Wikle,1692,9,9,5,0,216
Brazil,1802,8,8,6,0,216
Rebecca,1743.5,8,8,6,0,216
Jersey,1723,8,8,6,0,216
Ford,1828.5,7,7,7,0,216
Kral,1661.5,7,7,7,0,216
Jangaard,1620,7,7,7,0,216
Bethany,1618.5,7,7,7,0,216
Scott,1497.5,5,5,9,0,216
Burg,1448,4,4,10,0,216
Wikle,1692,9,9,5,0,217
Brazil,1802,8,8,6,0,217
Rebecca,1743.5,8,8,6,0,217
Jersey,1723,8,8,6,0,217
Ford,1828.5,7,7,7,0,217
Kral,1661.5,7,7,7,0,217
Jangaard,1620,7,7,7,0,217
Bethany,1618.5,7,7,7,0,217
Scott,1497.5,5,5,9,0,217
Burg,1448,4,4,10,0,217
Wikle,1692,9,9,5,0,218
Brazil,1802,8,8,6,0,218
Rebecca,1743.5,8,8,6,0,218
Jersey,1723,8,8,6,0,218
Ford,1828.5,7,7,7,0,218
Kral,1661.5,7,7,7,0,218
Jangaard,1620,7,7,7,0,218
Bethany,1618.5,7,7,7,0,218
Scott,1497.5,5,5,9,0,218
Burg,1448,4,4,10,0,218
Wikle,1692,9,9,5,0,219
Brazil,1802,8,8,6,0,219
Rebecca,1743.5,8,8,6,0,219
Jersey,1723,8,8,6,0,219
Ford,1828.5,7,7,7,0,219
Kral,1661.5,7,7,7,0,219
Jangaard,1620,7,7,7,0,219
Bethany,1618.5,7,7,7,0,219
Scott,1497.5,5,5,9,0,219
Burg,1448,4,4,10,0,219
Wikle,1692,9,9,5,0,220
Brazil,1802,8,8,6,0,220
Rebecca,1743.5,8,8,6,0,220
Jersey,1723,8,8,6,0,220
Ford,1828.5,7,7,7,0,220
Kral,1661.5,7,7,7,0,220
Jangaard,1620,7,7,7,0,220
Bethany,1618.5,7,7,7,0,220
Scott,1497.5,5,5,9,0,220
Burg,1448,4,4,10,0,220
Wikle,1692,9,9,5,0,221
Brazil,1802,8,8,6,0,221
Rebecca,1743.5,8,8,6,0,221
Jersey,1723,8,8,6,0,221
Ford,1828.5,7,7,7,0,221
Kral,1661.5,7,7,7,0,221
Jangaard,1620,7,7,7,0,221
Bethany,1618.5,7,7,7,0,221
Scott,1497.5,5,5,9,0,221
Burg,1448,4,4,10,0,221
Wikle,1692,9,9,5,0,222
Brazil,1802,8,8,6,0,222
Rebecca,1743.5,8,8,6,0,222
Jersey,1723,8,8,6,0,222
Ford,1828.5,7,7,7,0,222
Kral,1661.5,7,7,7,0,222
Jangaard,1620,7,7,7,0,222
Bethany,1618.5,7,7,7,0,222
Scott,1497.5,5,5,9,0,222
Burg,1448,4,4,10,0,222
Wikle,1692,9,9,5,0,223
Brazil,1802,8,8,6,0,223
Rebecca,1743.5,8,8,6,0,223
Jersey,1723,8,8,6,0,223
Ford,1828.5,7,7,7,0,223
Kral,1661.5,7,7,7,0,223
Jangaard,1620,7,7,7,0,223
Bethany,1618.5,7,7,7,0,223
Scott,1497.5,5,5,9,0,223
Burg,1448,4,4,10,0,223
Wikle,1692,9,9,5,0,224
Brazil,1802,8,8,6,0,224
Rebecca,1743.5,8,8,6,0,224
Jersey,1723,8,8,6,0,224
Ford,1828.5,7,7,7,0,224
Kral,1661.5,7,7,7,0,224
Jangaard,1620,7,7,7,0,224
Bethany,1618.5,7,7,7,0,224
Scott,1497.5,5,5,9,0,224
Burg,1448,4,4,10,0,224
Wikle,1692,9,9,5,0,225
Brazil,1802,8,8,6,0,225
Rebecca,1743.5,8,8,6,0,225
Jersey,1723,8,8,6,0,225
Ford,1828.5,7,7,7,0,225
Kral,1661.5,7,7,7,0,225
Jangaard,1620,7,7,7,0,225
Bethany,1618.5,7,7,7,0,225
Scott,1497.5,5,5,9,0,225
Burg,1448,4,4,10,0,225
Wikle,1692,9,9,5,0,226
Brazil,1802,8,8,6,0,226
Rebecca,1743.5,8,8,6,0,226
Jersey,1723,8,8,6,0,226
Ford,1828.5,7,7,7,0,226
Kral,1661.5,7,7,7,0,226
Jangaard,1620,7,7,7,0,226
Bethany,1618.5,7,7,7,0,226
Scott,1497.5,5,5,9,0,226
Burg,1448,4,4,10,0,226
Wikle,1692,9,9,5,0,227
Brazil,1802,8,8,6,0,227
Rebecca,1743.5,8,8,6,0,227
Jersey,1723,8,8,6,0,227
Ford,1828.5,7,7,7,0,227
Kral,1661.5,7,7,7,0,227
Jangaard,1620,7,7,7,0,227
Bethany,1618.5,7,7,7,0,227
Scott,1497.5,5,5,9,0,227
Burg,1448,4,4,10,0,227
Wikle,1692,9,9,5,0,228
Brazil,1802,8,8,6,0,228
Rebecca,1743.5,8,8,6,0,228
Jersey,1723,8,8,6,0,228
Ford,1828.5,7,7,7,0,228
Kral,1661.5,7,7,7,0,228
Jangaard,1620,7,7,7,0,228
Bethany,1618.5,7,7,7,0,228
Scott,1497.5,5,5,9,0,228
Burg,1448,4,4,10,0,228
Wikle,1692,9,9,5,0,229
Brazil,1802,8,8,6,0,229
Rebecca,1743.5,8,8,6,0,229
Jersey,1723,8,8,6,0,229
Ford,1828.5,7,7,7,0,229
Kral,1661.5,7,7,7,0,229
Jangaard,1620,7,7,7,0,229
Bethany,1618.5,7,7,7,0,229
Scott,1497.5,5,5,9,0,229
Burg,1448,4,4,10,0,229
Wikle,1692,9,9,5,0,230
Brazil,1802,8,8,6,0,230
Rebecca,1743.5,8,8,6,0,230
Jersey,1723,8,8,6,0,230
Ford,1828.5,7,7,7,0,230
Kral,1661.5,7,7,7,0,230
Jangaard,1620,7,7,7,0,230
Bethany,1618.5,7,7,7,0,230
Scott,1497.5,5,5,9,0,230
Burg,1448,4,4,10,0,230
Wikle,1692,9,9,5,0,231
Brazil,1802,8,8,6,0,231
Rebecca,1743.5,8,8,6,0,231
Jersey,1723,8,8,6,0,231
Ford,1828.5,7,7,7,0,231
Kral,1661.5,7,7,7,0,231
Jangaard,1620,7,7,7,0,231
Bethany,1618.5,7,7,7,0,231
Scott,1497.5,5,5,9,0,231
Burg,1448,4,4,10,0,231
Wikle,1692,9,9,5,0,232
Brazil,1802,8,8,6,0,232
Rebecca,1743.5,8,8,6,0,232
Jersey,1723,8,8,6,0,232
Ford,1828.5,7,7,7,0,232
Kral,1661.5,7,7,7,0,232
Jangaard,1620,7,7,7,0,232
Bethany,1618.5,7,7,7,0,232
Scott,1497.5,5,5,9,0,232
Burg,1448,4,4,10,0,232
Wikle,1692,9,9,5,0,233
Brazil,1802,8,8,6,0,233
Rebecca,1743.5,8,8,6,0,233
Jersey,1723,8,8,6,0,233
Ford,1828.5,7,7,7,0,233
Kral,1661.5,7,7,7,0,233
Jangaard,1620,7,7,7,0,233
Bethany,1618.5,7,7,7,0,233
Scott,1497.5,5,5,9,0,233
Burg,1448,4,4,10,0,233
Wikle,1692,9,9,5,0,234
Brazil,1802,8,8,6,0,234
Rebecca,1743.5,8,8,6,0,234
Jersey,1723,8,8,6,0,234
Ford,1828.5,7,7,7,0,234
Kral,1661.5,7,7,7,0,234
Jangaard,1620,7,7,7,0,234
Bethany,1618.5,7,7,7,0,234
Scott,1497.5,5,5,9,0,234
Burg,1448,4,4,10,0,234
Wikle,1692,9,9,5,0,235
Brazil,1802,8,8,6,0,235
Rebecca,1743.5,8,8,6,0,235
Jersey,1723,8,8,6,0,235
Ford,1828.5,7,7,7,0,235
Kral,1661.5,7,7,7,0,235
Jangaard,1620,7,7,7,0,235
Bethany,1618.5,7,7,7,0,235
Scott,1497.5,5,5,9,0,235
Burg,1448,4,4,10,0,235
Wikle,1692,9,9,5,0,236
Brazil,1802,8,8,6,0,236
Rebecca,1743.5,8,8,6,0,236
Jersey,1723,8,8,6,0,236
Ford,1828.5,7,7,7,0,236
Kral,1661.5,7,7,7,0,236
Jangaard,1620,7,7,7,0,236
Bethany,1618.5,7,7,7,0,236
Scott,1497.5,5,5,9,0,236
Burg,1448,4,4,10,0,236
Wikle,1692,9,9,5,0,237
Brazil,1802,8,8,6,0,237
Rebecca,1743.5,8,8,6,0,237
Jersey,1723,8,8,6,0,237
Ford,1828.5,7,7,7,0,237
Kral,1661.5,7,7,7,0,237
Jangaard,1620,7,7,7,0,237
Bethany,1618.5,7,7,7,0,237
Scott,1497.5,5,5,9,0,237
Burg,1448,4,4,10,0,237
Wikle,1692,9,9,5,0,238
Brazil,1802,8,8,6,0,238
Rebecca,1743.5,8,8,6,0,238
Jersey,1723,8,8,6,0,238
Ford,1828.5,7,7,7,0,238
Kral,1661.5,7,7,7,0,238
Jangaard,1620,7,7,7,0,238
Bethany,1618.5,7,7,7,0,238
Scott,1497.5,5,5,9,0,238
Burg,1448,4,4,10,0,238
Wikle,1692,9,9,5,0,239
Brazil,1802,8,8,6,0,239
Rebecca,1743.5,8,8,6,0,239
Jersey,1723,8,8,6,0,239
Ford,1828.5,7,7,7,0,239
Kral,1661.5,7,7,7,0,239
Jangaard,1620,7,7,7,0,239
Bethany,1618.5,7,7,7,0,239
Scott,1497.5,5,5,9,0,239
Burg,1448,4,4,10,0,239
Wikle,1692,9,9,5,0,240
Brazil,1802,8,8,6,0,240
Rebecca,1743.5,8,8,6,0,240
Jersey,1723,8,8,6,0,240
Ford,1828.5,7,7,7,0,240
Kral,1661.5,7,7,7,0,240
Jangaard,1620,7,7,7,0,240
Bethany,1618.5,7,7,7,0,240
Scott,1497.5,5,5,9,0,240
Burg,1448,4,4,10,0,240
Wikle,1692,9,9,5,0,241
Brazil,1802,8,8,6,0,241
Rebecca,1743.5,8,8,6,0,241
Jersey,1723,8,8,6,0,241
Ford,1828.5,7,7,7,0,241
Kral,1661.5,7,7,7,0,241
Jangaard,1620,7,7,7,0,241
Bethany,1618.5,7,7,7,0,241
Scott,1497.5,5,5,9,0,241
Burg,1448,4,4,10,0,241
Wikle,1692,9,9,5,0,242
Brazil,1802,8,8,6,0,242
Rebecca,1743.5,8,8,6,0,242
Jersey,1723,8,8,6,0,242
Ford,1828.5,7,7,7,0,242
Kral,1661.5,7,7,7,0,242
Jangaard,1620,7,7,7,0,242
Bethany,1618.5,7,7,7,0,242
Scott,1497.5,5,5,9,0,242
Burg,1448,4,4,10,0,242
Wikle,1692,9,9,5,0,243
Brazil,1802,8,8,6,0,243
Rebecca,1743.5,8,8,6,0,243
Jersey,1723,8,8,6,0,243
Ford,1828.5,7,7,7,0,243
Kral,1661.5,7,7,7,0,243
Jangaard,1620,7,7,7,0,243
Bethany,1618.5,7,7,7,0,243
Scott,1497.5,5,5,9,0,243
Burg,1448,4,4,10,0,243
Wikle,1692,9,9,5,0,244
Brazil,1802,8,8,6,0,244
Rebecca,1743.5,8,8,6,0,244
Jersey,1723,8,8,6,0,244
Ford,1828.5,7,7,7,0,244
Kral,1661.5,7,7,7,0,244
Jangaard,1620,7,7,7,0,244
Bethany,1618.5,7,7,7,0,244
Scott,1497.5,5,5,9,0,244
Burg,1448,4,4,10,0,244
Wikle,1692,9,9,5,0,245
Brazil,1802,8,8,6,0,245
Rebecca,1743.5,8,8,6,0,245
Jersey,1723,8,8,6,0,245
Ford,1828.5,7,7,7,0,245
Kral,1661.5,7,7,7,0,245
Jangaard,1620,7,7,7,0,245
Bethany,1618.5,7,7,7,0,245
Scott,1497.5,5,5,9,0,245
Burg,1448,4,4,10,0,245
Wikle,1692,9,9,5,0,246
Brazil,1802,8,8,6,0,246
Rebecca,1743.5,8,8,6,0,246
Jersey,1723,8,8,6,0,246
Ford,1828.5,7,7,7,0,246
Kral,1661.5,7,7,7,0,246
Jangaard,1620,7,7,7,0,246
Bethany,1618.5,7,7,7,0,246
Scott,1497.5,5,5,9,0,246
Burg,1448,4,4,10,0,246
Wikle,1692,9,9,5,0,247
Brazil,1802,8,8,6,0,247
Rebecca,1743.5,8,8,6,0,247
Jersey,1723,8,8,6,0,247
Ford,1828.5,7,7,7,0,247
Kral,1661.5,7,7,7,0,247
Jangaard,1620,7,7,7,0,247
Bethany,1618.5,7,7,7,0,247
Scott,1497.5,5,5,9,0,247
Burg,1448,4,4,10,0,247
Wikle,1692,9,9,5,0,248
Brazil,1802,8,8,6,0,248
Rebecca,1743.5,8,8,6,0,248
Jersey,1723,8,8,6,0,248
Ford,1828.5,7,7,7,0,248
Kral,1661.5,7,7,7,0,248
Jangaard,1620,7,7,7,0,248
Bethany,1618.5,7,7,7,0,248
Scott,1497.5,5,5,9,0,248
Burg,1448,4,4,10,0,248
Wikle,1692,9,9,5,0,249
Brazil,1802,8,8,6,0,249
Rebecca,1743.5,8,8,6,0,249
Jersey,1723,8,8,6,0,249
Ford,1828.5,7,7,7,0,249
Kral,1661.5,7,7,7,0,249
Jangaard,1620,7,7,7,0,249
Bethany,1618.5,7,7,7,0,249
Scott,1497.5,5,5,9,0,249
Burg,1448,4,4,10,0,249
Wikle,1692,9,9,5,0,250
Brazil,1802,8,8,6,0,250
Rebecca,1743.5,8,8,6,0,250
Jersey,1723,8,8,6,0,250
Ford,1828.5,7,7,7,0,250
Kral,1661.5,7,7,7,0,250
Jangaard,1620,7,7,7,0,250
Bethany,1618.5,7,7,7,0,250
Scott,1497.5,5,5,9,0,250
Burg,1448,4,4,10,0,250
Wikle,1692,9,9,5,0,251
Brazil,1802,8,8,6,0,251
Rebecca,1743.5,8,8,6,0,251
Jersey,1723,8,8,6,0,251
Ford,1828.5,7,7,7,0,251
Kral,1661.5,7,7,7,0,251
Jangaard,1620,7,7,7,0,251
Bethany,1618.5,7,7,7,0,251
Scott,1497.5,5,5,9,0,251
Burg,1448,4,4,10,0,251
Wikle,1692,9,9,5,0,252
Brazil,1802,8,8,6,0,252
Rebecca,1743.5,8,8,6,0,252
Jersey,1723,8,8,6,0,252
Ford,1828.5,7,7,7,0,252
Kral,1661.5,7,7,7,0,252
Jangaard,1620,7,7,7,0,252
Bethany,1618.5,7,7,7,0,252
Scott,1497.5,5,5,9,0,252
Burg,1448,4,4,10,0,252
Wikle,1692,9,9,5,0,253
Brazil,1802,8,8,6,0,253
Rebecca,1743.5,8,8,6,0,253
Jersey,1723,8,8,6,0,253
Ford,1828.5,7,7,7,0,253
Kral,1661.5,7,7,7,0,253
Jangaard,1620,7,7,7,0,253
Bethany,1618.5,7,7,7,0,253
Scott,1497.5,5,5,9,0,253
Burg,1448,4,4,10,0,253
Wikle,1692,9,9,5,0,254
Brazil,1802,8,8,6,0,254
Rebecca,1743.5,8,8,6,0,254
Jersey,1723,8,8,6,0,254
Ford,1828.5,7,7,7,0,254
Kral,1661.5,7,7,7,0,254
Jangaard,1620,7,7,7,0,254
Bethany,1618.5,7,7,7,0,254
Scott,1497.5,5,5,9,0,254
Burg,1448,4,4,10,0,254
Wikle,1692,9,9,5,0,255
Brazil,1802,8,8,6,0,255
Rebecca,1743.5,8,8,6,0,255
Jersey,1723,8,8,6,0,255
Ford,1828.5,7,7,7,0,255
Kral,1661.5,7,7,7,0,255
Jangaard,1620,7,7,7,0,255
Bethany,1618.5,7,7,7,0,255
Scott,1497.5,5,5,9,0,255
Burg,1448,4,4,10,0,255
Wikle,1692,9,9,5,0,256
Brazil,1802,8,8,6,0,256
Rebecca,1743.5,8,8,6,0,256
Jersey,1723,8,8,6,0,256
Ford,1828.5,7,7,7,0,256
Kral,1661.5,7,7,7,0,256
Jangaard,1620,7,7,7,0,256
Bethany,1618.5,7,7,7,0,256
Scott,1497.5,5,5,9,0,256
Burg,1448,4,4,10,0,256
Wikle,1692,9,9,5,0,257
Brazil,1802,8,8,6,0,257
Rebecca,1743.5,8,8,6,0,257
Jersey,1723,8,8,6,0,257
Ford,1828.5,7,7,7,0,257
Kral,1661.5,7,7,7,0,257
Jangaard,1620,7,7,7,0,257
Bethany,1618.5,7,7,7,0,257
Scott,1497.5,5,5,9,0,257
Burg,1448,4,4,10,0,257
Wikle,1692,9,9,5,0,258
Brazil,1802,8,8,6,0,258
Rebecca,1743.5,8,8,6,0,258
Jersey,1723,8,8,6,0,258
Ford,1828.5,7,7,7,0,258
Kral,1661.5,7,7,7,0,258
Jangaard,1620,7,7,7,0,258
Bethany,1618.5,7,7,7,0,258
Scott,1497.5,5,5,9,0,258
Burg,1448,4,4,10,0,258
Wikle,1692,9,9,5,0,259
Brazil,1802,8,8,6,0,259
Rebecca,1743.5,8,8,6,0,259
Jersey,1723,8,8,6,0,259
Ford,1828.5,7,7,7,0,259
Kral,1661.5,7,7,7,0,259
Jangaard,1620,7,7,7,0,259
Bethany,1618.5,7,7,7,0,259
Scott,1497.5,5,5,9,0,259
Burg,1448,4,4,10,0,259
Wikle,1692,9,9,5,0,260
Brazil,1802,8,8,6,0,260
Rebecca,1743.5,8,8,6,0,260
Jersey,1723,8,8,6,0,260
Ford,1828.5,7,7,7,0,260
Kral,1661.5,7,7,7,0,260
Jangaard,1620,7,7,7,0,260
Bethany,1618.5,7,7,7,0,260
Scott,1497.5,5,5,9,0,260
Burg,1448,4,4,10,0,260
Wikle,1692,9,9,5,0,261
Brazil,1802,8,8,6,0,261
Rebecca,1743.5,8,8,6,0,261
Jersey,1723,8,8,6,0,261
Ford,1828.5,7,7,7,0,261
Kral,1661.5,7,7,7,0,261
Jangaard,1620,7,7,7,0,261
Bethany,1618.5,7,7,7,0,261
Scott,1497.5,5,5,9,0,261
Burg,1448,4,4,10,0,261
Wikle,1692,9,9,5,0,262
Brazil,1802,8,8,6,0,262
Rebecca,1743.5,8,8,6,0,262
Jersey,1723,8,8,6,0,262
Ford,1828.5,7,7,7,0,262
Kral,1661.5,7,7,7,0,262
Jangaard,1620,7,7,7,0,262
Bethany,1618.5,7,7,7,0,262
Scott,1497.5,5,5,9,0,262
Burg,1448,4,4,10,0,262
Wikle,1692,9,9,5,0,263
Brazil,1802,8,8,6,0,263
Rebecca,1743.5,8,8,6,0,263
Jersey,1723,8,8,6,0,263
Ford,1828.5,7,7,7,0,263
Kral,1661.5,7,7,7,0,263
Jangaard,1620,7,7,7,0,263
Bethany,1618.5,7,7,7,0,263
Scott,1497.5,5,5,9,0,263
Burg,1448,4,4,10,0,263
Wikle,1692,9,9,5,0,264
Brazil,1802,8,8,6,0,264
Rebecca,1743.5,8,8,6,0,264
Jersey,1723,8,8,6,0,264
Ford,1828.5,7,7,7,0,264
Kral,1661.5,7,7,7,0,264
Jangaard,1620,7,7,7,0,264
Bethany,1618.5,7,7,7,0,264
Scott,1497.5,5,5,9,0,264
Burg,1448,4,4,10,0,264
Wikle,1692,9,9,5,0,265
Brazil,1802,8,8,6,0,265
Rebecca,1743.5,8,8,6,0,265
Jersey,1723,8,8,6,0,265
Ford,1828.5,7,7,7,0,265
Kral,1661.5,7,7,7,0,265
Jangaard,1620,7,7,7,0,265
Bethany,1618.5,7,7,7,0,265
Scott,1497.5,5,5,9,0,265
Burg,1448,4,4,10,0,265
Wikle,1692,9,9,5,0,266
Brazil,1802,8,8,6,0,266
Rebecca,1743.5,8,8,6,0,266
Jersey,1723,8,8,6,0,266
Ford,1828.5,7,7,7,0,266
Kral,1661.5,7,7,7,0,266
Jangaard,1620,7,7,7,0,266
Bethany,1618.5,7,7,7,0,266
Scott,1497.5,5,5,9,0,266
